decision_unit_id,user_id,domain,habit_id,decision_evidence_session_ids_json,reuse_count,probe_ids_json
mdgo_v13_du_7cbc0432e8057fdf,mdgo_v05_sof_user_0008,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0008_s0284"", ""mdgo_v05_sof_user_0008_s0536""]",16,"[""mdgo_v11_probe_000014"", ""mdgo_v11_probe_000015"", ""mdgo_v11_probe_000017"", ""mdgo_v11_probe_000043"", ""mdgo_v11_probe_000134"", ""mdgo_v11_probe_000230"", ""mdgo_v11_probe_000263"", ""mdgo_v11_probe_000393"", ""mdgo_v11_probe_000517"", ""mdgo_v11_probe_000643"", ""mdgo_v11_probe_000656"", ""mdgo_v11_probe_000842"", ""mdgo_v11_probe_000861"", ""mdgo_v11_probe_000873"", ""mdgo_v11_probe_001383"", ""mdgo_v11_probe_001838""]"
mdgo_v13_du_7d71bd6e6d2f3e80,mdgo_v05_fin_user_0003,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0003_s0020"", ""mdgo_v05_fin_user_0003_s0269""]",9,"[""mdgo_v11_probe_000238"", ""mdgo_v11_probe_000568"", ""mdgo_v11_probe_000654"", ""mdgo_v11_probe_000876"", ""mdgo_v11_probe_001422"", ""mdgo_v11_probe_001629"", ""mdgo_v11_probe_001890"", ""mdgo_v11_probe_001941"", ""mdgo_v11_probe_001946""]"
mdgo_v13_du_7da74629b317df26,mdgo_v07_sof_user_0016,software,software_collect_diagnostics_before_fix,"[""mdgo_v07_sof_user_0016_s0276"", ""mdgo_v07_sof_user_0016_s0532""]",18,"[""mdgo_v11_probe_000000"", ""mdgo_v11_probe_000317"", ""mdgo_v11_probe_000414"", ""mdgo_v11_probe_000488"", ""mdgo_v11_probe_000583"", ""mdgo_v11_probe_000590"", ""mdgo_v11_probe_000617"", ""mdgo_v11_probe_000673"", ""mdgo_v11_probe_000798"", ""mdgo_v11_probe_000938"", ""mdgo_v11_probe_001206"", ""mdgo_v11_probe_001273"", ""mdgo_v11_probe_001381"", ""mdgo_v11_probe_001435"", ""mdgo_v11_probe_001699"", ""mdgo_v11_probe_001789"", ""mdgo_v11_probe_001867"", ""mdgo_v11_probe_002014""]"
mdgo_v13_du_7ed05057b469b1d3,mdgo_v07_sof_user_0012,software,software_platform_specific_steps,"[""mdgo_v07_sof_user_0012_s0282"", ""mdgo_v07_sof_user_0012_s0535""]",8,"[""mdgo_v11_probe_000139"", ""mdgo_v11_probe_000188"", ""mdgo_v11_probe_000321"", ""mdgo_v11_probe_000327"", ""mdgo_v11_probe_000453"", ""mdgo_v11_probe_000497"", ""mdgo_v11_probe_001073"", ""mdgo_v11_probe_001119""]"
mdgo_v13_du_7f6c85ac0f0ffa83,mdgo_v05_sof_user_0005,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0005_s0014"", ""mdgo_v05_sof_user_0005_s0266""]",6,"[""mdgo_v11_probe_000029"", ""mdgo_v11_probe_000073"", ""mdgo_v11_probe_000183"", ""mdgo_v11_probe_000509"", ""mdgo_v11_probe_001449"", ""mdgo_v11_probe_001998""]"
mdgo_v13_du_809c047950aee604,mdgo_v07_sof_user_0016,software,software_docs_lookup_for_update_install,"[""mdgo_v07_sof_user_0016_s0278"", ""mdgo_v07_sof_user_0016_s0533""]",12,"[""mdgo_v11_probe_000125"", ""mdgo_v11_probe_000317"", ""mdgo_v11_probe_000583"", ""mdgo_v11_probe_000590"", ""mdgo_v11_probe_000617"", ""mdgo_v11_probe_000741"", ""mdgo_v11_probe_001059"", ""mdgo_v11_probe_001273"", ""mdgo_v11_probe_001381"", ""mdgo_v11_probe_001789"", ""mdgo_v11_probe_001867"", ""mdgo_v11_probe_001936""]"
mdgo_v13_du_80f179b78f0e4687,mdgo_v05_sof_user_0003,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0003_s0286"", ""mdgo_v05_sof_user_0003_s0537""]",11,"[""mdgo_v11_probe_000154"", ""mdgo_v11_probe_000247"", ""mdgo_v11_probe_000575"", ""mdgo_v11_probe_000701"", ""mdgo_v11_probe_000743"", ""mdgo_v11_probe_001211"", ""mdgo_v11_probe_001361"", ""mdgo_v11_probe_001505"", ""mdgo_v11_probe_001801"", ""mdgo_v11_probe_001919"", ""mdgo_v11_probe_001933""]"
mdgo_v13_du_81674198ae0eda0a,mdgo_v05_sof_user_0008,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0008_s0026"", ""mdgo_v05_sof_user_0008_s0272""]",9,"[""mdgo_v11_probe_001000"", ""mdgo_v11_probe_001017"", ""mdgo_v11_probe_001168"", ""mdgo_v11_probe_001254"", ""mdgo_v11_probe_001654"", ""mdgo_v11_probe_001809"", ""mdgo_v11_probe_001855"", ""mdgo_v11_probe_001902"", ""mdgo_v11_probe_001982""]"
mdgo_v13_du_81d1068e0fd6cd4d,mdgo_v05_fin_user_0029,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0029_s0278"", ""mdgo_v05_fin_user_0029_s0533""]",13,"[""mdgo_v11_probe_000294"", ""mdgo_v11_probe_000364"", ""mdgo_v11_probe_000502"", ""mdgo_v11_probe_000610"", ""mdgo_v11_probe_001077"", ""mdgo_v11_probe_001093"", ""mdgo_v11_probe_001102"", ""mdgo_v11_probe_001282"", ""mdgo_v11_probe_001375"", ""mdgo_v11_probe_001433"", ""mdgo_v11_probe_001552"", ""mdgo_v11_probe_001600"", ""mdgo_v11_probe_001886""]"
mdgo_v13_du_8373eab7daf50cda,mdgo_v05_fin_user_0019,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0019_s0008"", ""mdgo_v05_fin_user_0019_s0263""]",11,"[""mdgo_v11_probe_000325"", ""mdgo_v11_probe_000335"", ""mdgo_v11_probe_000384"", ""mdgo_v11_probe_000390"", ""mdgo_v11_probe_000418"", ""mdgo_v11_probe_000478"", ""mdgo_v11_probe_000608"", ""mdgo_v11_probe_001031"", ""mdgo_v11_probe_001084"", ""mdgo_v11_probe_001266"", ""mdgo_v11_probe_001362""]"
mdgo_v13_du_8419823fe55ae4b4,mdgo_v05_fin_user_0013,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0013_s0014"", ""mdgo_v05_fin_user_0013_s0266""]",5,"[""mdgo_v11_probe_000799"", ""mdgo_v11_probe_001315"", ""mdgo_v11_probe_001782"", ""mdgo_v11_probe_001848"", ""mdgo_v11_probe_001962""]"
mdgo_v13_du_845939b2a032f6cf,mdgo_v05_sof_user_0001,software,software_backup_before_risky_change,"[""mdgo_v05_sof_user_0001_s0008"", ""mdgo_v05_sof_user_0001_s0263""]",15,"[""mdgo_v11_probe_000103"", ""mdgo_v11_probe_000367"", ""mdgo_v11_probe_000377"", ""mdgo_v11_probe_000671"", ""mdgo_v11_probe_000692"", ""mdgo_v11_probe_000782"", ""mdgo_v11_probe_000814"", ""mdgo_v11_probe_000848"", ""mdgo_v11_probe_000924"", ""mdgo_v11_probe_001160"", ""mdgo_v11_probe_001218"", ""mdgo_v11_probe_001477"", ""mdgo_v11_probe_001579"", ""mdgo_v11_probe_001877"", ""mdgo_v11_probe_001999""]"
mdgo_v13_du_8549b01304cdaa57,mdgo_v07_sof_user_0010,software,software_secure_login_password_flow,"[""mdgo_v07_sof_user_0010_s0284"", ""mdgo_v07_sof_user_0010_s0536""]",11,"[""mdgo_v11_probe_000245"", ""mdgo_v11_probe_000410"", ""mdgo_v11_probe_000609"", ""mdgo_v11_probe_000992"", ""mdgo_v11_probe_001222"", ""mdgo_v11_probe_001306"", ""mdgo_v11_probe_001425"", ""mdgo_v11_probe_001748"", ""mdgo_v11_probe_001773"", ""mdgo_v11_probe_001846"", ""mdgo_v11_probe_002018""]"
mdgo_v13_du_856a763fb835a7ef,mdgo_v05_sof_user_0006,software,software_docs_lookup_for_update_install,"[""mdgo_v05_sof_user_0006_s0014"", ""mdgo_v05_sof_user_0006_s0266""]",11,"[""mdgo_v11_probe_000056"", ""mdgo_v11_probe_000265"", ""mdgo_v11_probe_000554"", ""mdgo_v11_probe_000637"", ""mdgo_v11_probe_000821"", ""mdgo_v11_probe_001364"", ""mdgo_v11_probe_001625"", ""mdgo_v11_probe_001769"", ""mdgo_v11_probe_001914"", ""mdgo_v11_probe_001989"", ""mdgo_v11_probe_002011""]"
mdgo_v13_du_8697cf8f8f61de7d,mdgo_v07_sof_user_0016,software,software_one_try_then_escalate,"[""mdgo_v07_sof_user_0016_s0280"", ""mdgo_v07_sof_user_0016_s0534""]",6,"[""mdgo_v11_probe_000000"", ""mdgo_v11_probe_000107"", ""mdgo_v11_probe_000370"", ""mdgo_v11_probe_000470"", ""mdgo_v11_probe_001007"", ""mdgo_v11_probe_001182""]"
mdgo_v13_du_871aa23c4a2e64ce,mdgo_v05_sof_user_0005,software,software_docs_lookup_for_update_install,"[""mdgo_v05_sof_user_0005_s0002"", ""mdgo_v05_sof_user_0005_s0260""]",8,"[""mdgo_v11_probe_000029"", ""mdgo_v11_probe_000508"", ""mdgo_v11_probe_000509"", ""mdgo_v11_probe_000524"", ""mdgo_v11_probe_000868"", ""mdgo_v11_probe_001438"", ""mdgo_v11_probe_001480"", ""mdgo_v11_probe_001554""]"
mdgo_v13_du_87847917c151a77e,mdgo_v05_sof_user_0001,software,software_collect_diagnostics_before_fix,"[""mdgo_v05_sof_user_0001_s0280"", ""mdgo_v05_sof_user_0001_s0534""]",18,"[""mdgo_v11_probe_000110"", ""mdgo_v11_probe_000142"", ""mdgo_v11_probe_000200"", ""mdgo_v11_probe_000314"", ""mdgo_v11_probe_000353"", ""mdgo_v11_probe_000377"", ""mdgo_v11_probe_000692"", ""mdgo_v11_probe_000747"", ""mdgo_v11_probe_001291"", ""mdgo_v11_probe_001426"", ""mdgo_v11_probe_001477"", ""mdgo_v11_probe_001580"", ""mdgo_v11_probe_001607"", ""mdgo_v11_probe_001828"", ""mdgo_v11_probe_001877"", ""mdgo_v11_probe_001988"", ""mdgo_v11_probe_002000"", ""mdgo_v11_probe_002005""]"
mdgo_v13_du_87e6921adbd812ec,mdgo_v05_sof_user_0002,software,software_ticket_receipt_summary,"[""mdgo_v05_sof_user_0002_s0002"", ""mdgo_v05_sof_user_0002_s0260""]",2,"[""mdgo_v11_probe_000531"", ""mdgo_v11_probe_000897""]"
mdgo_v13_du_888ef62262570dec,mdgo_v05_fin_user_0017,finance,finance_credit_loan_cautious_no_commitment,"[""mdgo_v05_fin_user_0017_s0026"", ""mdgo_v05_fin_user_0017_s0272""]",9,"[""mdgo_v11_probe_000288"", ""mdgo_v11_probe_000300"", ""mdgo_v11_probe_000312"", ""mdgo_v11_probe_000369"", ""mdgo_v11_probe_000582"", ""mdgo_v11_probe_000652"", ""mdgo_v11_probe_001107"", ""mdgo_v11_probe_001530"", ""mdgo_v11_probe_001774""]"
mdgo_v13_du_8901b02f55b72cde,mdgo_v07_sof_user_0015,software,software_backup_before_risky_change,"[""mdgo_v07_sof_user_0015_s0002"", ""mdgo_v07_sof_user_0015_s0260""]",2,"[""mdgo_v11_probe_000399"", ""mdgo_v11_probe_001284""]"
mdgo_v13_du_8954cfec493392a5,mdgo_v05_fin_user_0010,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0010_s0020"", ""mdgo_v05_fin_user_0010_s0269""]",10,"[""mdgo_v11_probe_000309"", ""mdgo_v11_probe_000819"", ""mdgo_v11_probe_000979"", ""mdgo_v11_probe_001413"", ""mdgo_v11_probe_001633"", ""mdgo_v11_probe_001717"", ""mdgo_v11_probe_001761"", ""mdgo_v11_probe_001813"", ""mdgo_v11_probe_001889"", ""mdgo_v11_probe_001903""]"
mdgo_v13_du_89cf7399b3b9536c,mdgo_v05_fin_user_0011,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0011_s0032"", ""mdgo_v05_fin_user_0011_s0275""]",13,"[""mdgo_v11_probe_000201"", ""mdgo_v11_probe_000282"", ""mdgo_v11_probe_000442"", ""mdgo_v11_probe_000592"", ""mdgo_v11_probe_000734"", ""mdgo_v11_probe_000745"", ""mdgo_v11_probe_000826"", ""mdgo_v11_probe_000836"", ""mdgo_v11_probe_001004"", ""mdgo_v11_probe_001070"", ""mdgo_v11_probe_001216"", ""mdgo_v11_probe_001836"", ""mdgo_v11_probe_001954""]"
mdgo_v13_du_8a57f97dfa2ce78e,mdgo_v05_sof_user_0005,software,software_collect_diagnostics_before_fix,"[""mdgo_v05_sof_user_0005_s0020"", ""mdgo_v05_sof_user_0005_s0269""]",10,"[""mdgo_v11_probe_000073"", ""mdgo_v11_probe_000690"", ""mdgo_v11_probe_000742"", ""mdgo_v11_probe_000753"", ""mdgo_v11_probe_001113"", ""mdgo_v11_probe_001141"", ""mdgo_v11_probe_001461"", ""mdgo_v11_probe_001502"", ""mdgo_v11_probe_001778"", ""mdgo_v11_probe_002012""]"
mdgo_v13_du_8a80a3bd3a539606,mdgo_v07_sof_user_0017,software,software_backup_before_risky_change,"[""mdgo_v07_sof_user_0017_s0276"", ""mdgo_v07_sof_user_0017_s0532""]",20,"[""mdgo_v11_probe_000193"", ""mdgo_v11_probe_000389"", ""mdgo_v11_probe_000516"", ""mdgo_v11_probe_000899"", ""mdgo_v11_probe_000910"", ""mdgo_v11_probe_000936"", ""mdgo_v11_probe_000952"", ""mdgo_v11_probe_000995"", ""mdgo_v11_probe_001003"", ""mdgo_v11_probe_001066"", ""mdgo_v11_probe_001258"", ""mdgo_v11_probe_001393"", ""mdgo_v11_probe_001494"", ""mdgo_v11_probe_001574"", ""mdgo_v11_probe_001606"", ""mdgo_v11_probe_001647"", ""mdgo_v11_probe_001721"", ""mdgo_v11_probe_001808"", ""mdgo_v11_probe_001862"", ""mdgo_v11_probe_001894""]"
mdgo_v13_du_8ae76b44c92f2a07,mdgo_v05_fin_user_0002,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0002_s0032"", ""mdgo_v05_fin_user_0002_s0275""]",7,"[""mdgo_v11_probe_000774"", ""mdgo_v11_probe_001148"", ""mdgo_v11_probe_001268"", ""mdgo_v11_probe_001318"", ""mdgo_v11_probe_001670"", ""mdgo_v11_probe_001786"", ""mdgo_v11_probe_001944""]"
mdgo_v13_du_8ae8a50c2d200cc2,mdgo_v07_sof_user_0011,software,software_secure_login_password_flow,"[""mdgo_v07_sof_user_0011_s0026"", ""mdgo_v07_sof_user_0011_s0272""]",2,"[""mdgo_v11_probe_001010"", ""mdgo_v11_probe_001346""]"
mdgo_v13_du_8b21345c648d67b7,mdgo_v05_fin_user_0011,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0011_s0008"", ""mdgo_v05_fin_user_0011_s0263""]",5,"[""mdgo_v11_probe_000065"", ""mdgo_v11_probe_000120"", ""mdgo_v11_probe_000334"", ""mdgo_v11_probe_000977"", ""mdgo_v11_probe_001476""]"
mdgo_v13_du_8bfc0812b74d1747,mdgo_v05_fin_user_0004,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0004_s0032"", ""mdgo_v05_fin_user_0004_s0275""]",12,"[""mdgo_v11_probe_000045"", ""mdgo_v11_probe_000048"", ""mdgo_v11_probe_000302"", ""mdgo_v11_probe_000490"", ""mdgo_v11_probe_001074"", ""mdgo_v11_probe_001398"", ""mdgo_v11_probe_001570"", ""mdgo_v11_probe_001575"", ""mdgo_v11_probe_001584"", ""mdgo_v11_probe_001684"", ""mdgo_v11_probe_001780"", ""mdgo_v11_probe_001798""]"
mdgo_v13_du_8e7d602d780e9ed5,mdgo_v05_fin_user_0022,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0022_s0014"", ""mdgo_v05_fin_user_0022_s0266""]",8,"[""mdgo_v11_probe_000234"", ""mdgo_v11_probe_000458"", ""mdgo_v11_probe_000510"", ""mdgo_v11_probe_000909"", ""mdgo_v11_probe_001117"", ""mdgo_v11_probe_001416"", ""mdgo_v11_probe_001621"", ""mdgo_v11_probe_001676""]"
mdgo_v13_du_8f11359ae0d177df,mdgo_v05_fin_user_0005,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0005_s0026"", ""mdgo_v05_fin_user_0005_s0272""]",11,"[""mdgo_v11_probe_000173"", ""mdgo_v11_probe_000296"", ""mdgo_v11_probe_000485"", ""mdgo_v11_probe_000507"", ""mdgo_v11_probe_000566"", ""mdgo_v11_probe_000890"", ""mdgo_v11_probe_001696"", ""mdgo_v11_probe_001720"", ""mdgo_v11_probe_001840"", ""mdgo_v11_probe_001847"", ""mdgo_v11_probe_001873""]"
mdgo_v13_du_8fdccba20a78d5c0,mdgo_v05_fin_user_0015,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0015_s0008"", ""mdgo_v05_fin_user_0015_s0263""]",5,"[""mdgo_v11_probe_000348"", ""mdgo_v11_probe_000642"", ""mdgo_v11_probe_001072"", ""mdgo_v11_probe_001563"", ""mdgo_v11_probe_001812""]"
mdgo_v13_du_912580eaeb1d348e,mdgo_v05_sof_user_0007,software,software_platform_specific_steps,"[""mdgo_v05_sof_user_0007_s0286"", ""mdgo_v05_sof_user_0007_s0537""]",15,"[""mdgo_v11_probe_000039"", ""mdgo_v11_probe_000081"", ""mdgo_v11_probe_000495"", ""mdgo_v11_probe_000519"", ""mdgo_v11_probe_000772"", ""mdgo_v11_probe_000843"", ""mdgo_v11_probe_000973"", ""mdgo_v11_probe_001163"", ""mdgo_v11_probe_001295"", ""mdgo_v11_probe_001366"", ""mdgo_v11_probe_001484"", ""mdgo_v11_probe_001493"", ""mdgo_v11_probe_001695"", ""mdgo_v11_probe_001767"", ""mdgo_v11_probe_001793""]"
mdgo_v13_du_921819d14ed6555f,mdgo_v05_fin_user_0003,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0003_s0278"", ""mdgo_v05_fin_user_0003_s0533""]",21,"[""mdgo_v11_probe_000238"", ""mdgo_v11_probe_000340"", ""mdgo_v11_probe_000379"", ""mdgo_v11_probe_000500"", ""mdgo_v11_probe_000568"", ""mdgo_v11_probe_000672"", ""mdgo_v11_probe_000831"", ""mdgo_v11_probe_000972"", ""mdgo_v11_probe_000976"", ""mdgo_v11_probe_001001"", ""mdgo_v11_probe_001060"", ""mdgo_v11_probe_001137"", ""mdgo_v11_probe_001237"", ""mdgo_v11_probe_001513"", ""mdgo_v11_probe_001705"", ""mdgo_v11_probe_001715"", ""mdgo_v11_probe_001742"", ""mdgo_v11_probe_001772"", ""mdgo_v11_probe_001890"", ""mdgo_v11_probe_001946"", ""mdgo_v11_probe_002025""]"
mdgo_v13_du_934820b122c78417,mdgo_v07_sof_user_0010,software,software_platform_specific_steps,"[""mdgo_v07_sof_user_0010_s0282"", ""mdgo_v07_sof_user_0010_s0535""]",9,"[""mdgo_v11_probe_000609"", ""mdgo_v11_probe_000627"", ""mdgo_v11_probe_000885"", ""mdgo_v11_probe_000913"", ""mdgo_v11_probe_001256"", ""mdgo_v11_probe_001275"", ""mdgo_v11_probe_001329"", ""mdgo_v11_probe_001417"", ""mdgo_v11_probe_001425""]"
mdgo_v13_du_941d0858a2942476,mdgo_v07_sof_user_0012,software,software_one_try_then_escalate,"[""mdgo_v07_sof_user_0012_s0280"", ""mdgo_v07_sof_user_0012_s0534""]",6,"[""mdgo_v11_probe_000008"", ""mdgo_v11_probe_000140"", ""mdgo_v11_probe_000980"", ""mdgo_v11_probe_001164"", ""mdgo_v11_probe_001244"", ""mdgo_v11_probe_001904""]"
mdgo_v13_du_964348f25011efbe,mdgo_v07_sof_user_0015,software,software_platform_specific_steps,"[""mdgo_v07_sof_user_0015_s0282"", ""mdgo_v07_sof_user_0015_s0535""]",5,"[""mdgo_v11_probe_000033"", ""mdgo_v11_probe_000915"", ""mdgo_v11_probe_001365"", ""mdgo_v11_probe_001431"", ""mdgo_v11_probe_001945""]"
mdgo_v13_du_96b7f9de16ff2cff,mdgo_v05_fin_user_0033,finance,finance_fraud_lost_card_urgent_escalation,"[""mdgo_v05_fin_user_0033_s0280"", ""mdgo_v05_fin_user_0033_s0534""]",13,"[""mdgo_v11_probe_000186"", ""mdgo_v11_probe_000452"", ""mdgo_v11_probe_000540"", ""mdgo_v11_probe_001050"", ""mdgo_v11_probe_001061"", ""mdgo_v11_probe_001286"", ""mdgo_v11_probe_001308"", ""mdgo_v11_probe_001344"", ""mdgo_v11_probe_001382"", ""mdgo_v11_probe_001445"", ""mdgo_v11_probe_001460"", ""mdgo_v11_probe_001616"", ""mdgo_v11_probe_001872""]"
mdgo_v13_du_97c7f261cb7a6e1d,mdgo_v05_fin_user_0017,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0017_s0002"", ""mdgo_v05_fin_user_0017_s0260""]",6,"[""mdgo_v11_probe_000102"", ""mdgo_v11_probe_000288"", ""mdgo_v11_probe_000354"", ""mdgo_v11_probe_000652"", ""mdgo_v11_probe_001272"", ""mdgo_v11_probe_001499""]"
mdgo_v13_du_97f7f71f5eff3c88,mdgo_v05_fin_user_0032,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0032_s0020"", ""mdgo_v05_fin_user_0032_s0269""]",11,"[""mdgo_v11_probe_000074"", ""mdgo_v11_probe_000463"", ""mdgo_v11_probe_000621"", ""mdgo_v11_probe_000834"", ""mdgo_v11_probe_000886"", ""mdgo_v11_probe_000981"", ""mdgo_v11_probe_001021"", ""mdgo_v11_probe_001089"", ""mdgo_v11_probe_001323"", ""mdgo_v11_probe_001628"", ""mdgo_v11_probe_001930""]"
mdgo_v13_du_9858c2a6929f7b6a,mdgo_v07_sof_user_0014,software,software_docs_lookup_for_update_install,"[""mdgo_v07_sof_user_0014_s0014"", ""mdgo_v07_sof_user_0014_s0266""]",2,"[""mdgo_v11_probe_000360"", ""mdgo_v11_probe_002020""]"
mdgo_v13_du_9897129b6a840932,mdgo_v05_fin_user_0028,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0028_s0284"", ""mdgo_v05_fin_user_0028_s0536""]",21,"[""mdgo_v11_probe_000027"", ""mdgo_v11_probe_000123"", ""mdgo_v11_probe_000145"", ""mdgo_v11_probe_000260"", ""mdgo_v11_probe_000275"", ""mdgo_v11_probe_000565"", ""mdgo_v11_probe_000827"", ""mdgo_v11_probe_000867"", ""mdgo_v11_probe_001120"", ""mdgo_v11_probe_001243"", ""mdgo_v11_probe_001412"", ""mdgo_v11_probe_001459"", ""mdgo_v11_probe_001522"", ""mdgo_v11_probe_001531"", ""mdgo_v11_probe_001541"", ""mdgo_v11_probe_001677"", ""mdgo_v11_probe_001714"", ""mdgo_v11_probe_001736"", ""mdgo_v11_probe_001749"", ""mdgo_v11_probe_001781"", ""mdgo_v11_probe_001811""]"
mdgo_v13_du_98a1770982445644,mdgo_v05_fin_user_0012,finance,finance_minimal_pii_secure_verification,"[""mdgo_v05_fin_user_0012_s0032"", ""mdgo_v05_fin_user_0012_s0275""]",6,"[""mdgo_v11_probe_000215"", ""mdgo_v11_probe_000382"", ""mdgo_v11_probe_000619"", ""mdgo_v11_probe_000935"", ""mdgo_v11_probe_001305"", ""mdgo_v11_probe_001637""]"
mdgo_v13_du_998189ef4a22db5d,mdgo_v05_fin_user_0035,finance,finance_confirm_card_account_changes,"[""mdgo_v05_fin_user_0035_s0014"", ""mdgo_v05_fin_user_0035_s0266""]",11,"[""mdgo_v11_probe_000155"", ""mdgo_v11_probe_000597"", ""mdgo_v11_probe_000650"", ""mdgo_v11_probe_000725"", ""mdgo_v11_probe_000841"", ""mdgo_v11_probe_000942"", ""mdgo_v11_probe_001192"", ""mdgo_v11_probe_001330"", ""mdgo_v11_probe_001458"", ""mdgo_v11_probe_001551"", ""mdgo_v11_probe_001595""]"
mdgo_v13_du_99ab3d2280dd5c2c,mdgo_v05_sof_user_0002,software,software_collect_diagnostics_before_fix,"[""mdgo_v05_sof_user_0002_s0026"", ""mdgo_v05_sof_user_0002_s0272""]",10,"[""mdgo_v11_probe_000366"", ""mdgo_v11_probe_000426"", ""mdgo_v11_probe_000531"", ""mdgo_v11_probe_000808"", ""mdgo_v11_probe_000897"", ""mdgo_v11_probe_000916"", ""mdgo_v11_probe_001014"", ""mdgo_v11_probe_001360"", ""mdgo_v11_probe_001519"", ""mdgo_v11_probe_001938""]"
mdgo_v13_du_99caa12e0992dcf9,mdgo_v05_fin_user_0006,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0006_s0020"", ""mdgo_v05_fin_user_0006_s0269""]",8,"[""mdgo_v11_probe_000019"", ""mdgo_v11_probe_000313"", ""mdgo_v11_probe_000378"", ""mdgo_v11_probe_000571"", ""mdgo_v11_probe_000926"", ""mdgo_v11_probe_001230"", ""mdgo_v11_probe_001842"", ""mdgo_v11_probe_001958""]"
mdgo_v13_du_99fc647280c21f6c,mdgo_v05_fin_user_0004,finance,finance_payment_status_latest_check,"[""mdgo_v05_fin_user_0004_s0286"", ""mdgo_v05_fin_user_0004_s0537""]",14,"[""mdgo_v11_probe_000070"", ""mdgo_v11_probe_000101"", ""mdgo_v11_probe_000178"", ""mdgo_v11_probe_000320"", ""mdgo_v11_probe_000479"", ""mdgo_v11_probe_000527"", ""mdgo_v11_probe_000676"", ""mdgo_v11_probe_000975"", ""mdgo_v11_probe_001053"", ""mdgo_v11_probe_001317"", ""mdgo_v11_probe_001478"", ""mdgo_v11_probe_001538"", ""mdgo_v11_probe_001568"", ""mdgo_v11_probe_002009""]"
mdgo_v13_du_9a2da98219c72220,mdgo_v05_fin_user_0009,finance,finance_confirm_money_movement,"[""mdgo_v05_fin_user_0009_s0014"", ""mdgo_v05_fin_user_0009_s0266""]",7,"[""mdgo_v11_probe_000271"", ""mdgo_v11_probe_001065"", ""mdgo_v11_probe_001203"", ""mdgo_v11_probe_001248"", ""mdgo_v11_probe_001326"", ""mdgo_v11_probe_001473"", ""mdgo_v11_probe_001765""]"
mdgo_v13_du_9a3783a3c9eff638,mdgo_v05_fin_user_0004,finance,finance_credit_loan_cautious_no_commitment,"[""mdgo_v05_fin_user_0004_s0008"", ""mdgo_v05_fin_user_0004_s0263""]",12,"[""mdgo_v11_probe_000070"", ""mdgo_v11_probe_000157"", ""mdgo_v11_probe_000178"", ""mdgo_v11_probe_000324"", ""mdgo_v11_probe_001053"", ""mdgo_v11_probe_001106"", ""mdgo_v11_probe_001236"", ""mdgo_v11_probe_001252"", ""mdgo_v11_probe_001317"", ""mdgo_v11_probe_001591"", ""mdgo_v11_probe_001856"", ""mdgo_v11_probe_002009""]"
mdgo_v13_du_9b434c6c72ff7e13,mdgo_v05_fin_user_0034,finance,finance_fee_dispute_evidence_then_case,"[""mdgo_v05_fin_user_0034_s0032"", ""mdgo_v05_fin_user_0034_s0275""]",10,"[""mdgo_v11_probe_000346"", ""mdgo_v11_probe_000646"", ""mdgo_v11_probe_000788"", ""mdgo_v11_probe_001002"", ""mdgo_v11_probe_001058"", ""mdgo_v11_probe_001304"", ""mdgo_v11_probe_001525"", ""mdgo_v11_probe_001604"", ""mdgo_v11_probe_001908"", ""mdgo_v11_probe_002016""]"
mdgo_v13_du_9bb105405e1d8033,mdgo_v05_fin_user_0021,finance,finance_balance_statement_summary_first,"[""mdgo_v05_fin_user_0021_s0032"", ""mdgo_v05_fin_user_0021_s0275""]",10,"[""mdgo_v11_probe_000316"", ""mdgo_v11_probe_000391"", ""mdgo_v11_probe_000423"", ""mdgo_v11_probe_000546"", ""mdgo_v11_probe_000735"", ""mdgo_v11_probe_000927"", ""mdgo_v11_probe_001240"", ""mdgo_v11_probe_001264"", ""mdgo_v11_probe_001636"", ""mdgo_v11_probe_001710""]"
