probe_id,user_id,probe_type,target_habit_count,evidence_count,max_evidence_distance,median_evidence_distance,query_token_estimate
mdgo_v05_probe_000582,mdgo_v05_fin_user_0032,composition_pair,2,12,296,95.5,658
mdgo_v05_probe_000583,mdgo_v05_fin_user_0032,composition_pair_2,2,8,211,77.0,596
mdgo_v05_probe_000584,mdgo_v05_fin_user_0032,composition_triple,3,18,293,82.5,816
mdgo_v05_probe_000585,mdgo_v05_fin_user_0032,priority_pair,2,12,296,90.5,606
mdgo_v05_probe_000586,mdgo_v05_fin_user_0032,priority_triple,3,17,296,96,848
mdgo_v05_probe_000587,mdgo_v05_fin_user_0032,drift_recent_override,1,4,107,60.5,387
mdgo_v05_probe_000588,mdgo_v05_fin_user_0032,drift_composition,2,12,296,95.5,616
mdgo_v05_probe_000589,mdgo_v05_fin_user_0032,drift_exception,1,5,107,43,405
mdgo_v05_probe_000590,mdgo_v05_fin_user_0032,false_personalization,1,0,,,454
mdgo_v05_probe_000591,mdgo_v05_fin_user_0032,insufficient_evidence,1,1,267,267,478
mdgo_v05_probe_000592,mdgo_v05_fin_user_0032,temporal_scope,2,4,112,65.5,574
mdgo_v05_probe_000593,mdgo_v05_fin_user_0032,explicit_retrieval,2,9,293,82,670
mdgo_v05_probe_000594,mdgo_v05_fin_user_0033,long_gap_direct,1,4,106,59.5,400
mdgo_v05_probe_000595,mdgo_v05_fin_user_0033,implicit_direct,1,4,106,59.5,427
mdgo_v05_probe_000596,mdgo_v05_fin_user_0033,boundary_near_miss,1,1,194,194,408
mdgo_v05_probe_000597,mdgo_v05_fin_user_0033,boundary_plus_active,2,6,294,174.5,658
mdgo_v05_probe_000598,mdgo_v05_fin_user_0033,exception_nested,1,1,120,120,409
mdgo_v05_probe_000599,mdgo_v05_fin_user_0033,exception_plus_active,2,5,106,42,608
mdgo_v05_probe_000600,mdgo_v05_fin_user_0033,composition_pair,2,8,294,147.5,647
mdgo_v05_probe_000601,mdgo_v05_fin_user_0033,composition_pair_2,2,13,295,154,686
mdgo_v05_probe_000602,mdgo_v05_fin_user_0033,composition_triple,3,14,295,147.5,820
mdgo_v05_probe_000603,mdgo_v05_fin_user_0033,priority_pair,2,14,296,115.0,659
mdgo_v05_probe_000604,mdgo_v05_fin_user_0033,priority_triple,3,14,296,115.0,841
mdgo_v05_probe_000605,mdgo_v05_fin_user_0033,drift_recent_override,1,4,111,64.5,399
mdgo_v05_probe_000606,mdgo_v05_fin_user_0033,drift_composition,2,12,211,74.0,603
mdgo_v05_probe_000607,mdgo_v05_fin_user_0033,drift_exception,1,5,111,47,413
mdgo_v05_probe_000608,mdgo_v05_fin_user_0033,false_personalization,1,0,,,472
mdgo_v05_probe_000609,mdgo_v05_fin_user_0033,insufficient_evidence,1,1,271,271,485
mdgo_v05_probe_000610,mdgo_v05_fin_user_0033,temporal_scope,2,9,295,84,641
mdgo_v05_probe_000611,mdgo_v05_fin_user_0033,explicit_retrieval,2,9,296,85,684
mdgo_v05_probe_000612,mdgo_v05_fin_user_0034,long_gap_direct,1,4,111,64.5,429
mdgo_v05_probe_000613,mdgo_v05_fin_user_0034,implicit_direct,1,5,294,154,496
mdgo_v05_probe_000614,mdgo_v05_fin_user_0034,boundary_near_miss,1,1,194,194,452
mdgo_v05_probe_000615,mdgo_v05_fin_user_0034,boundary_plus_active,2,5,194,82,619
mdgo_v05_probe_000616,mdgo_v05_fin_user_0034,exception_nested,1,1,26,26,411
mdgo_v05_probe_000617,mdgo_v05_fin_user_0034,exception_plus_active,2,10,297,96.0,573
mdgo_v05_probe_000618,mdgo_v05_fin_user_0034,composition_pair,2,6,141,71.5,657
mdgo_v05_probe_000619,mdgo_v05_fin_user_0034,composition_pair_2,2,6,297,184.0,653
mdgo_v05_probe_000620,mdgo_v05_fin_user_0034,composition_triple,3,10,295,95.0,776
mdgo_v05_probe_000621,mdgo_v05_fin_user_0034,priority_pair,2,8,134,70.0,662
mdgo_v05_probe_000622,mdgo_v05_fin_user_0034,priority_triple,3,11,134,77,815
mdgo_v05_probe_000623,mdgo_v05_fin_user_0034,drift_recent_override,1,3,106,77,429
mdgo_v05_probe_000624,mdgo_v05_fin_user_0034,drift_composition,2,13,294,111,633
mdgo_v05_probe_000625,mdgo_v05_fin_user_0034,drift_exception,1,4,106,51.5,408
mdgo_v05_probe_000626,mdgo_v05_fin_user_0034,false_personalization,1,0,,,457
mdgo_v05_probe_000627,mdgo_v05_fin_user_0034,insufficient_evidence,1,1,265,265,474
mdgo_v05_probe_000628,mdgo_v05_fin_user_0034,temporal_scope,2,10,297,155.5,635
mdgo_v05_probe_000629,mdgo_v05_fin_user_0034,explicit_retrieval,2,9,297,86,631
mdgo_v05_probe_000630,mdgo_v05_fin_user_0035,long_gap_direct,1,5,295,155,433
mdgo_v05_probe_000631,mdgo_v05_fin_user_0035,implicit_direct,1,5,297,157,417
mdgo_v05_probe_000632,mdgo_v05_fin_user_0035,boundary_near_miss,1,1,197,197,501
mdgo_v05_probe_000633,mdgo_v05_fin_user_0035,boundary_plus_active,2,5,195,83,650
mdgo_v05_probe_000634,mdgo_v05_fin_user_0035,exception_nested,1,1,120,120,429
mdgo_v05_probe_000635,mdgo_v05_fin_user_0035,exception_plus_active,2,11,296,85,603
mdgo_v05_probe_000636,mdgo_v05_fin_user_0035,composition_pair,2,7,211,83,602
mdgo_v05_probe_000637,mdgo_v05_fin_user_0035,composition_pair_2,2,9,296,156,649
mdgo_v05_probe_000638,mdgo_v05_fin_user_0035,composition_triple,3,16,297,148.5,825
mdgo_v05_probe_000639,mdgo_v05_fin_user_0035,priority_pair,2,12,295,90.0,620
mdgo_v05_probe_000640,mdgo_v05_fin_user_0035,priority_triple,3,16,295,83.5,827
mdgo_v05_probe_000641,mdgo_v05_fin_user_0035,drift_recent_override,1,4,108,61.5,436
mdgo_v05_probe_000642,mdgo_v05_fin_user_0035,drift_composition,2,12,176,75.0,587
mdgo_v05_probe_000643,mdgo_v05_fin_user_0035,drift_exception,1,5,108,44,400
mdgo_v05_probe_000644,mdgo_v05_fin_user_0035,false_personalization,1,0,,,472
mdgo_v05_probe_000645,mdgo_v05_fin_user_0035,insufficient_evidence,1,1,270,270,462
mdgo_v05_probe_000646,mdgo_v05_fin_user_0035,temporal_scope,2,4,108,61.5,634
mdgo_v05_probe_000647,mdgo_v05_fin_user_0035,explicit_retrieval,2,10,297,156.5,672
mdgo_v05_probe_000648,mdgo_v05_sof_user_0000,long_gap_direct,1,4,108,61.5,436
mdgo_v05_probe_000649,mdgo_v05_sof_user_0000,implicit_direct,1,3,112,48,416
mdgo_v05_probe_000650,mdgo_v05_sof_user_0000,boundary_near_miss,1,1,194,194,384
mdgo_v05_probe_000651,mdgo_v05_sof_user_0000,boundary_plus_active,2,9,292,112,564
mdgo_v05_probe_000652,mdgo_v05_sof_user_0000,exception_nested,1,0,,,414
mdgo_v05_probe_000653,mdgo_v05_sof_user_0000,exception_plus_active,2,5,108,44,594
mdgo_v05_probe_000654,mdgo_v05_sof_user_0000,composition_pair,2,13,292,112,663
mdgo_v05_probe_000655,mdgo_v05_sof_user_0000,composition_pair_2,2,8,211,94.0,645
mdgo_v05_probe_000656,mdgo_v05_sof_user_0000,composition_triple,3,18,294,107.0,793
mdgo_v05_probe_000657,mdgo_v05_sof_user_0000,priority_pair,2,8,292,115.0,609
mdgo_v05_probe_000658,mdgo_v05_sof_user_0000,priority_triple,3,12,294,81.0,810
mdgo_v05_probe_000659,mdgo_v05_sof_user_0000,drift_recent_override,1,4,108,61.5,411
mdgo_v05_probe_000660,mdgo_v05_sof_user_0000,drift_composition,2,13,294,106,640
mdgo_v05_probe_000661,mdgo_v05_sof_user_0000,drift_exception,1,5,108,44,427
mdgo_v05_probe_000662,mdgo_v05_sof_user_0000,false_personalization,1,0,,,452
mdgo_v05_probe_000663,mdgo_v05_sof_user_0000,insufficient_evidence,1,1,268,268,530
mdgo_v05_probe_000664,mdgo_v05_sof_user_0000,temporal_scope,2,9,294,83,646
mdgo_v05_probe_000665,mdgo_v05_sof_user_0000,explicit_retrieval,2,3,112,48,634
mdgo_v05_probe_000666,mdgo_v05_sof_user_0001,long_gap_direct,1,5,297,157,441
mdgo_v05_probe_000667,mdgo_v05_sof_user_0001,implicit_direct,1,3,110,46,496
mdgo_v05_probe_000668,mdgo_v05_sof_user_0001,boundary_near_miss,1,1,189,189,403
mdgo_v05_probe_000669,mdgo_v05_sof_user_0001,boundary_plus_active,2,12,297,176.5,586
mdgo_v05_probe_000670,mdgo_v05_sof_user_0001,exception_nested,1,1,116,116,404
mdgo_v05_probe_000671,mdgo_v05_sof_user_0001,exception_plus_active,2,12,295,136.0,556
mdgo_v05_probe_000672,mdgo_v05_sof_user_0001,composition_pair,2,14,297,156.0,550
mdgo_v05_probe_000673,mdgo_v05_sof_user_0001,composition_pair_2,2,13,295,110,620
mdgo_v05_probe_000674,mdgo_v05_sof_user_0001,composition_triple,3,18,295,125.5,752
mdgo_v05_probe_000675,mdgo_v05_sof_user_0001,priority_pair,2,12,291,88.0,593
mdgo_v05_probe_000676,mdgo_v05_sof_user_0001,priority_triple,3,17,297,96,765
mdgo_v05_probe_000677,mdgo_v05_sof_user_0001,drift_recent_override,1,3,106,77,413
mdgo_v05_probe_000678,mdgo_v05_sof_user_0001,drift_composition,2,13,295,110,645
mdgo_v05_probe_000679,mdgo_v05_sof_user_0001,drift_exception,1,4,106,51.5,396
mdgo_v05_probe_000680,mdgo_v05_sof_user_0001,false_personalization,1,0,,,480
mdgo_v05_probe_000681,mdgo_v05_sof_user_0001,insufficient_evidence,1,1,270,270,544
mdgo_v05_probe_000682,mdgo_v05_sof_user_0001,temporal_scope,2,10,295,153.0,563
mdgo_v05_probe_000683,mdgo_v05_sof_user_0001,explicit_retrieval,2,8,297,96.0,604
mdgo_v05_probe_000684,mdgo_v05_sof_user_0002,long_gap_direct,1,5,293,153,417
mdgo_v05_probe_000685,mdgo_v05_sof_user_0002,implicit_direct,1,5,294,154,386
mdgo_v05_probe_000686,mdgo_v05_sof_user_0002,boundary_near_miss,1,1,190,190,427
mdgo_v05_probe_000687,mdgo_v05_sof_user_0002,boundary_plus_active,2,11,293,108,631
mdgo_v05_probe_000688,mdgo_v05_sof_user_0002,exception_nested,1,1,118,118,370
mdgo_v05_probe_000689,mdgo_v05_sof_user_0002,exception_plus_active,2,12,297,138.0,585
mdgo_v05_probe_000690,mdgo_v05_sof_user_0002,composition_pair,2,12,293,107.0,655
mdgo_v05_probe_000691,mdgo_v05_sof_user_0002,composition_pair_2,2,10,294,123.5,620
mdgo_v05_probe_000692,mdgo_v05_sof_user_0002,composition_triple,3,18,294,81.0,811
mdgo_v05_probe_000693,mdgo_v05_sof_user_0002,priority_pair,2,13,297,86,664
mdgo_v05_probe_000694,mdgo_v05_sof_user_0002,priority_triple,3,12,134,68.0,816
mdgo_v05_probe_000695,mdgo_v05_sof_user_0002,drift_recent_override,1,4,108,61.5,479
mdgo_v05_probe_000696,mdgo_v05_sof_user_0002,drift_composition,2,12,297,82.0,628
mdgo_v05_probe_000697,mdgo_v05_sof_user_0002,drift_exception,1,5,108,44,461
mdgo_v05_probe_000698,mdgo_v05_sof_user_0002,false_personalization,1,0,,,433
mdgo_v05_probe_000699,mdgo_v05_sof_user_0002,insufficient_evidence,1,1,272,272,536
mdgo_v05_probe_000700,mdgo_v05_sof_user_0002,temporal_scope,2,8,108,61.0,676
mdgo_v05_probe_000701,mdgo_v05_sof_user_0002,explicit_retrieval,2,10,297,155.0,632
mdgo_v05_probe_000702,mdgo_v05_sof_user_0003,long_gap_direct,1,5,292,152,418
mdgo_v05_probe_000703,mdgo_v05_sof_user_0003,implicit_direct,1,4,109,62.5,433
mdgo_v05_probe_000704,mdgo_v05_sof_user_0003,boundary_near_miss,1,1,196,196,403
mdgo_v05_probe_000705,mdgo_v05_sof_user_0003,boundary_plus_active,2,11,296,109,605
mdgo_v05_probe_000706,mdgo_v05_sof_user_0003,exception_nested,1,1,120,120,449
mdgo_v05_probe_000707,mdgo_v05_sof_user_0003,exception_plus_active,2,12,296,136.5,638
mdgo_v05_probe_000708,mdgo_v05_sof_user_0003,composition_pair,2,13,296,106,631
mdgo_v05_probe_000709,mdgo_v05_sof_user_0003,composition_pair_2,2,8,295,165.5,610
mdgo_v05_probe_000710,mdgo_v05_sof_user_0003,composition_triple,3,12,296,95.5,769
mdgo_v05_probe_000711,mdgo_v05_sof_user_0003,priority_pair,2,13,292,81,611
mdgo_v05_probe_000712,mdgo_v05_sof_user_0003,priority_triple,3,18,296,90.5,814
mdgo_v05_probe_000713,mdgo_v05_sof_user_0003,drift_recent_override,1,4,108,61.5,424
mdgo_v05_probe_000714,mdgo_v05_sof_user_0003,drift_composition,2,13,296,106,572
mdgo_v05_probe_000715,mdgo_v05_sof_user_0003,drift_exception,1,5,108,44,434
mdgo_v05_probe_000716,mdgo_v05_sof_user_0003,false_personalization,1,0,,,462
mdgo_v05_probe_000717,mdgo_v05_sof_user_0003,insufficient_evidence,1,1,272,272,534
mdgo_v05_probe_000718,mdgo_v05_sof_user_0003,temporal_scope,2,9,296,85,628
mdgo_v05_probe_000719,mdgo_v05_sof_user_0003,explicit_retrieval,2,9,292,81,615
mdgo_v05_probe_000720,mdgo_v05_sof_user_0004,long_gap_direct,1,5,295,155,372
mdgo_v05_probe_000721,mdgo_v05_sof_user_0004,implicit_direct,1,5,293,153,421
mdgo_v05_probe_000722,mdgo_v05_sof_user_0004,boundary_near_miss,1,1,193,193,434
mdgo_v05_probe_000723,mdgo_v05_sof_user_0004,boundary_plus_active,2,11,295,106,647
mdgo_v05_probe_000724,mdgo_v05_sof_user_0004,exception_nested,1,1,31,31,384
mdgo_v05_probe_000725,mdgo_v05_sof_user_0004,exception_plus_active,2,11,292,81,639
mdgo_v05_probe_000726,mdgo_v05_sof_user_0004,composition_pair,2,14,295,95.0,618
mdgo_v05_probe_000727,mdgo_v05_sof_user_0004,composition_pair_2,2,10,295,126.0,580
mdgo_v05_probe_000728,mdgo_v05_sof_user_0004,composition_triple,3,17,293,111,800
mdgo_v05_probe_000729,mdgo_v05_sof_user_0004,priority_pair,2,7,134,58,634
mdgo_v05_probe_000730,mdgo_v05_sof_user_0004,priority_triple,3,12,293,89.0,814
mdgo_v05_probe_000731,mdgo_v05_sof_user_0004,drift_recent_override,1,3,111,47,422
mdgo_v05_probe_000732,mdgo_v05_sof_user_0004,drift_composition,2,13,292,81,588
mdgo_v05_probe_000733,mdgo_v05_sof_user_0004,drift_exception,1,4,111,39.0,421
mdgo_v05_probe_000734,mdgo_v05_sof_user_0004,false_personalization,1,0,,,474
mdgo_v05_probe_000735,mdgo_v05_sof_user_0004,insufficient_evidence,1,1,272,272,539
mdgo_v05_probe_000736,mdgo_v05_sof_user_0004,temporal_scope,2,8,292,96.0,646
mdgo_v05_probe_000737,mdgo_v05_sof_user_0004,explicit_retrieval,2,9,295,84,605
mdgo_v05_probe_000738,mdgo_v05_sof_user_0005,long_gap_direct,1,5,295,155,447
mdgo_v05_probe_000739,mdgo_v05_sof_user_0005,implicit_direct,1,5,297,157,468
mdgo_v05_probe_000740,mdgo_v05_sof_user_0005,boundary_near_miss,1,1,196,196,406
mdgo_v05_probe_000741,mdgo_v05_sof_user_0005,boundary_plus_active,2,12,297,175.5,588
mdgo_v05_probe_000742,mdgo_v05_sof_user_0005,exception_nested,1,1,27,27,394
mdgo_v05_probe_000743,mdgo_v05_sof_user_0005,exception_plus_active,2,10,294,97.0,599
mdgo_v05_probe_000744,mdgo_v05_sof_user_0005,composition_pair,2,14,297,147.0,619
mdgo_v05_probe_000745,mdgo_v05_sof_user_0005,composition_pair_2,2,15,295,153,572
mdgo_v05_probe_000746,mdgo_v05_sof_user_0005,composition_triple,3,18,297,126.0,808
mdgo_v05_probe_000747,mdgo_v05_sof_user_0005,priority_pair,2,14,295,115.0,634
mdgo_v05_probe_000748,mdgo_v05_sof_user_0005,priority_triple,3,18,297,91.0,809
mdgo_v05_probe_000749,mdgo_v05_sof_user_0005,drift_recent_override,1,4,107,60.5,413
mdgo_v05_probe_000750,mdgo_v05_sof_user_0005,drift_composition,2,11,295,106,596
mdgo_v05_probe_000751,mdgo_v05_sof_user_0005,drift_exception,1,5,107,43,381
mdgo_v05_probe_000752,mdgo_v05_sof_user_0005,false_personalization,1,0,,,461
mdgo_v05_probe_000753,mdgo_v05_sof_user_0005,insufficient_evidence,1,1,270,270,544
mdgo_v05_probe_000754,mdgo_v05_sof_user_0005,temporal_scope,2,10,295,154.0,577
mdgo_v05_probe_000755,mdgo_v05_sof_user_0005,explicit_retrieval,2,10,294,153.5,598
mdgo_v05_probe_000756,mdgo_v05_sof_user_0006,long_gap_direct,1,5,292,152,434
mdgo_v05_probe_000757,mdgo_v05_sof_user_0006,implicit_direct,1,4,109,62.5,427
mdgo_v05_probe_000758,mdgo_v05_sof_user_0006,boundary_near_miss,1,1,195,195,445
mdgo_v05_probe_000759,mdgo_v05_sof_user_0006,boundary_plus_active,2,12,297,175.0,596
mdgo_v05_probe_000760,mdgo_v05_sof_user_0006,exception_nested,1,1,32,32,400
mdgo_v05_probe_000761,mdgo_v05_sof_user_0006,exception_plus_active,2,11,296,85,640
mdgo_v05_probe_000762,mdgo_v05_sof_user_0006,composition_pair,2,12,297,146.5,627
mdgo_v05_probe_000763,mdgo_v05_sof_user_0006,composition_pair_2,2,12,296,109.0,646
mdgo_v05_probe_000764,mdgo_v05_sof_user_0006,composition_triple,3,18,297,146.5,824
mdgo_v05_probe_000765,mdgo_v05_sof_user_0006,priority_pair,2,12,294,89.5,645
mdgo_v05_probe_000766,mdgo_v05_sof_user_0006,priority_triple,3,15,297,86,796
mdgo_v05_probe_000767,mdgo_v05_sof_user_0006,drift_recent_override,1,3,112,48,401
mdgo_v05_probe_000768,mdgo_v05_sof_user_0006,drift_composition,2,11,294,83,648
mdgo_v05_probe_000769,mdgo_v05_sof_user_0006,drift_exception,1,4,112,40.0,407
mdgo_v05_probe_000770,mdgo_v05_sof_user_0006,false_personalization,1,0,,,472
mdgo_v05_probe_000771,mdgo_v05_sof_user_0006,insufficient_evidence,1,1,266,266,564
mdgo_v05_probe_000772,mdgo_v05_sof_user_0006,temporal_scope,2,9,297,86,639
mdgo_v05_probe_000773,mdgo_v05_sof_user_0006,explicit_retrieval,2,10,297,154.5,613
mdgo_v05_probe_000774,mdgo_v05_sof_user_0007,long_gap_direct,1,4,107,60.5,439
mdgo_v05_probe_000775,mdgo_v05_sof_user_0007,implicit_direct,1,5,294,154,416
mdgo_v05_probe_000776,mdgo_v05_sof_user_0007,boundary_near_miss,1,1,195,195,420
mdgo_v05_probe_000777,mdgo_v05_sof_user_0007,boundary_plus_active,2,12,296,175.5,631
mdgo_v05_probe_000778,mdgo_v05_sof_user_0007,exception_nested,1,1,31,31,452
mdgo_v05_probe_000779,mdgo_v05_sof_user_0007,exception_plus_active,2,10,295,97.5,656
mdgo_v05_probe_000780,mdgo_v05_sof_user_0007,composition_pair,2,15,296,154,634
mdgo_v05_probe_000781,mdgo_v05_sof_user_0007,composition_pair_2,2,12,295,106.5,660
mdgo_v05_probe_000782,mdgo_v05_sof_user_0007,composition_triple,3,17,296,85,853
mdgo_v05_probe_000783,mdgo_v05_sof_user_0007,priority_pair,2,12,294,89.5,676
mdgo_v05_probe_000784,mdgo_v05_sof_user_0007,priority_triple,3,18,295,90.0,803
mdgo_v05_probe_000785,mdgo_v05_sof_user_0007,drift_recent_override,1,3,111,47,479
mdgo_v05_probe_000786,mdgo_v05_sof_user_0007,drift_composition,2,12,294,94.5,566
mdgo_v05_probe_000787,mdgo_v05_sof_user_0007,drift_exception,1,4,111,39.0,475
mdgo_v05_probe_000788,mdgo_v05_sof_user_0007,false_personalization,1,0,,,462
mdgo_v05_probe_000789,mdgo_v05_sof_user_0007,insufficient_evidence,1,1,270,270,526
mdgo_v05_probe_000790,mdgo_v05_sof_user_0007,temporal_scope,2,10,296,155.0,614
mdgo_v05_probe_000791,mdgo_v05_sof_user_0007,explicit_retrieval,2,7,111,47,660
mdgo_v05_probe_000792,mdgo_v05_sof_user_0008,long_gap_direct,1,5,295,155,472
mdgo_v05_probe_000793,mdgo_v05_sof_user_0008,implicit_direct,1,4,291,189.0,448
mdgo_v05_probe_000794,mdgo_v05_sof_user_0008,boundary_near_miss,1,1,196,196,451
mdgo_v05_probe_000795,mdgo_v05_sof_user_0008,boundary_plus_active,2,4,291,189.0,622
mdgo_v05_probe_000796,mdgo_v05_sof_user_0008,exception_nested,1,0,,,424
mdgo_v05_probe_000797,mdgo_v05_sof_user_0008,exception_plus_active,2,5,109,45,606
mdgo_v05_probe_000798,mdgo_v05_sof_user_0008,composition_pair,2,6,291,146.0,606
mdgo_v05_probe_000799,mdgo_v05_sof_user_0008,composition_pair_2,2,12,292,94.5,627
mdgo_v05_probe_000800,mdgo_v05_sof_user_0008,composition_triple,3,17,292,81,789
mdgo_v05_probe_000801,mdgo_v05_sof_user_0008,priority_pair,2,13,295,84,601
mdgo_v05_probe_000802,mdgo_v05_sof_user_0008,priority_triple,3,18,295,90.0,773
mdgo_v05_probe_000803,mdgo_v05_sof_user_0008,drift_recent_override,1,4,109,62.5,441
mdgo_v05_probe_000804,mdgo_v05_sof_user_0008,drift_composition,2,11,295,84,596
mdgo_v05_probe_000805,mdgo_v05_sof_user_0008,drift_exception,1,5,109,45,387
mdgo_v05_probe_000806,mdgo_v05_sof_user_0008,false_personalization,1,0,,,475
mdgo_v05_probe_000807,mdgo_v05_sof_user_0008,insufficient_evidence,1,1,268,268,558
mdgo_v05_probe_000808,mdgo_v05_sof_user_0008,temporal_scope,2,8,291,93.5,616
mdgo_v05_probe_000809,mdgo_v05_sof_user_0008,explicit_retrieval,2,9,295,155,618
