probe_id,probe_type,gold_choice_id,gold_word_count,mean_distractor_word_count,gold_minus_distractor_mean,longest_choice_ids,shortest_choice_ids,longest_baseline_credit,shortest_baseline_credit
mdgo_v05_probe_000610,temporal_scope,C,71,73.667,-2.667,A,B,0.0,0.0
mdgo_v05_probe_000611,explicit_retrieval,D,70,74.667,-4.667,B,A,0.0,0.0
mdgo_v05_probe_000612,long_gap_direct,A,47,41.333,5.667,A,B,1.0,0.0
mdgo_v05_probe_000613,implicit_direct,B,54,51.667,2.333,A,C,0.0,0.0
mdgo_v05_probe_000614,boundary_near_miss,C,55,46.333,8.667,C,"A,D",1.0,0.0
mdgo_v05_probe_000615,boundary_plus_active,D,66,69.333,-3.333,C,B,0.0,0.0
mdgo_v05_probe_000616,exception_nested,A,49,38.333,10.667,A,B,1.0,0.0
mdgo_v05_probe_000617,exception_plus_active,B,69,67.333,1.667,"A,B,C",D,0.3333,0.0
mdgo_v05_probe_000618,composition_pair,C,73,67.667,5.333,D,A,0.0,0.0
mdgo_v05_probe_000619,composition_pair_2,D,81,70.333,10.667,D,C,1.0,0.0
mdgo_v05_probe_000620,composition_triple,A,91,90.667,0.333,D,B,0.0,0.0
mdgo_v05_probe_000621,priority_pair,B,73,71.333,1.667,A,D,0.0,0.0
mdgo_v05_probe_000622,priority_triple,C,96,89,7,D,A,0.0,0.0
mdgo_v05_probe_000623,drift_recent_override,D,41,45.667,-4.667,B,C,0.0,0.0
mdgo_v05_probe_000624,drift_composition,A,75,67.667,7.333,"A,D",B,0.5,0.0
mdgo_v05_probe_000625,drift_exception,B,50,41.333,8.667,B,D,1.0,0.0
mdgo_v05_probe_000626,false_personalization,C,53,58,-5,D,C,0.0,1.0
mdgo_v05_probe_000627,insufficient_evidence,D,55,57.333,-2.333,B,"C,D",0.0,0.5
mdgo_v05_probe_000628,temporal_scope,A,71,71.667,-0.667,B,"C,D",0.0,0.0
mdgo_v05_probe_000629,explicit_retrieval,B,70,66.667,3.333,A,D,0.0,0.0
mdgo_v05_probe_000630,long_gap_direct,C,42,43.667,-1.667,B,A,0.0,0.0
mdgo_v05_probe_000631,implicit_direct,D,43,40,3,D,C,1.0,0.0
mdgo_v05_probe_000632,boundary_near_miss,A,52,56,-4,D,B,0.0,0.0
mdgo_v05_probe_000633,boundary_plus_active,B,75,76,-1,A,C,0.0,0.0
mdgo_v05_probe_000634,exception_nested,C,49,43.333,5.667,C,B,1.0,0.0
mdgo_v05_probe_000635,exception_plus_active,D,73,69,4,D,B,1.0,0.0
mdgo_v05_probe_000636,composition_pair,A,72,70,2,"A,C","B,D",0.5,0.0
mdgo_v05_probe_000637,composition_pair_2,B,78,72.667,5.333,A,C,0.0,0.0
mdgo_v05_probe_000638,composition_triple,C,110,100,10,C,D,1.0,0.0
mdgo_v05_probe_000639,priority_pair,D,70,71.667,-1.667,C,A,0.0,0.0
mdgo_v05_probe_000640,priority_triple,A,95,99,-4,B,"A,C",0.0,0.5
mdgo_v05_probe_000641,drift_recent_override,B,43,46.333,-3.333,C,D,0.0,0.0
mdgo_v05_probe_000642,drift_composition,C,67,67.333,-0.333,"B,D",A,0.0,0.0
mdgo_v05_probe_000643,drift_exception,D,56,39,17,D,A,1.0,0.0
mdgo_v05_probe_000644,false_personalization,A,53,59.667,-6.667,C,A,0.0,1.0
mdgo_v05_probe_000645,insufficient_evidence,B,55,54.333,0.667,D,A,0.0,0.0
mdgo_v05_probe_000646,temporal_scope,C,78,69,9,C,D,1.0,0.0
mdgo_v05_probe_000647,explicit_retrieval,D,74,77.667,-3.667,B,"C,D",0.0,0.5
mdgo_v05_probe_000648,long_gap_direct,A,46,44.333,1.667,A,"B,C",1.0,0.0
mdgo_v05_probe_000649,implicit_direct,B,47,45,2,D,C,0.0,0.0
mdgo_v05_probe_000650,boundary_near_miss,C,40,38,2,B,A,0.0,0.0
mdgo_v05_probe_000651,boundary_plus_active,D,57,65,-8,C,D,0.0,1.0
mdgo_v05_probe_000652,exception_nested,A,39,49,-10,"B,D",A,0.0,1.0
mdgo_v05_probe_000653,exception_plus_active,B,69,69,0,C,A,0.0,0.0
mdgo_v05_probe_000654,composition_pair,C,80,72.667,7.333,C,D,1.0,0.0
mdgo_v05_probe_000655,composition_pair_2,D,77,74.333,2.667,C,A,0.0,0.0
mdgo_v05_probe_000656,composition_triple,A,88,92.667,-4.667,B,D,0.0,0.0
mdgo_v05_probe_000657,priority_pair,B,68,64.667,3.333,A,D,0.0,0.0
mdgo_v05_probe_000658,priority_triple,C,94,102,-8,B,C,0.0,1.0
mdgo_v05_probe_000659,drift_recent_override,D,44,40.333,3.667,D,B,1.0,0.0
mdgo_v05_probe_000660,drift_composition,A,73,78.667,-5.667,B,A,0.0,1.0
mdgo_v05_probe_000661,drift_exception,B,41,45.333,-4.333,A,B,0.0,1.0
mdgo_v05_probe_000662,false_personalization,C,54,58.333,-4.333,"A,B",C,0.0,1.0
mdgo_v05_probe_000663,insufficient_evidence,D,65,68.333,-3.333,C,A,0.0,0.0
mdgo_v05_probe_000664,temporal_scope,A,79,71,8,B,D,0.0,0.0
mdgo_v05_probe_000665,explicit_retrieval,B,63,69,-6,A,B,0.0,1.0
mdgo_v05_probe_000666,long_gap_direct,C,39,47.667,-8.667,A,C,0.0,1.0
mdgo_v05_probe_000667,implicit_direct,D,59,53,6,C,A,0.0,0.0
mdgo_v05_probe_000668,boundary_near_miss,A,41,40.667,0.333,"B,D",C,0.0,0.0
mdgo_v05_probe_000669,boundary_plus_active,B,62,71,-9,D,B,0.0,1.0
mdgo_v05_probe_000670,exception_nested,C,40,44,-4,A,"B,C",0.0,0.5
mdgo_v05_probe_000671,exception_plus_active,D,62,64.333,-2.333,"A,C",D,0.0,1.0
mdgo_v05_probe_000672,composition_pair,A,65,61.333,3.667,"A,B",D,0.5,0.0
mdgo_v05_probe_000673,composition_pair_2,B,63,72,-9,C,B,0.0,1.0
mdgo_v05_probe_000674,composition_triple,C,87,90,-3,B,C,0.0,1.0
mdgo_v05_probe_000675,priority_pair,D,60,62.333,-2.333,A,"B,D",0.0,0.5
mdgo_v05_probe_000676,priority_triple,A,84,90.333,-6.333,B,A,0.0,1.0
mdgo_v05_probe_000677,drift_recent_override,B,53,40,13,B,D,1.0,0.0
mdgo_v05_probe_000678,drift_composition,C,79,73.333,5.667,C,B,1.0,0.0
mdgo_v05_probe_000679,drift_exception,D,52,38.667,13.333,D,"A,C",1.0,0.0
mdgo_v05_probe_000680,false_personalization,A,57,59.333,-2.333,D,"A,B",0.0,0.5
mdgo_v05_probe_000681,insufficient_evidence,B,68,72,-4,C,B,0.0,1.0
mdgo_v05_probe_000682,temporal_scope,C,62,62.333,-0.333,A,D,0.0,0.0
mdgo_v05_probe_000683,explicit_retrieval,D,61,65.667,-4.667,B,D,0.0,1.0
mdgo_v05_probe_000684,long_gap_direct,A,40,43.333,-3.333,C,"A,B",0.0,0.5
mdgo_v05_probe_000685,implicit_direct,B,41,41,0,C,D,0.0,0.0
mdgo_v05_probe_000686,boundary_near_miss,C,40,46.333,-6.333,A,B,0.0,0.0
mdgo_v05_probe_000687,boundary_plus_active,D,71,72,-1,B,C,0.0,0.0
mdgo_v05_probe_000688,exception_nested,A,38,40,-2,C,"A,B",0.0,0.5
mdgo_v05_probe_000689,exception_plus_active,B,65,70.667,-5.667,A,B,0.0,1.0
mdgo_v05_probe_000690,composition_pair,C,71,78.333,-7.333,A,C,0.0,1.0
mdgo_v05_probe_000691,composition_pair_2,D,77,67.333,9.667,D,A,1.0,0.0
mdgo_v05_probe_000692,composition_triple,A,98,100.333,-2.333,B,D,0.0,0.0
mdgo_v05_probe_000693,priority_pair,B,85,78.667,6.333,"B,C",A,0.5,0.0
mdgo_v05_probe_000694,priority_triple,C,94,91.667,2.333,"B,C",A,0.5,0.0
mdgo_v05_probe_000695,drift_recent_override,D,46,55.667,-9.667,C,D,0.0,1.0
mdgo_v05_probe_000696,drift_composition,A,82,72.333,9.667,A,C,1.0,0.0
mdgo_v05_probe_000697,drift_exception,B,54,49.667,4.333,C,D,0.0,0.0
mdgo_v05_probe_000698,false_personalization,C,54,52.333,1.667,B,D,0.0,0.0
mdgo_v05_probe_000699,insufficient_evidence,D,69,71.667,-2.667,A,D,0.0,1.0
mdgo_v05_probe_000700,temporal_scope,A,74,79.667,-5.667,B,C,0.0,0.0
mdgo_v05_probe_000701,explicit_retrieval,B,73,68.667,4.333,B,D,1.0,0.0
mdgo_v05_probe_000702,long_gap_direct,C,42,43,-1,D,A,0.0,0.0
mdgo_v05_probe_000703,implicit_direct,D,45,45,0,A,C,0.0,0.0
mdgo_v05_probe_000704,boundary_near_miss,A,40,43,-3,D,A,0.0,1.0
mdgo_v05_probe_000705,boundary_plus_active,B,62,76.667,-14.667,A,B,0.0,1.0
mdgo_v05_probe_000706,exception_nested,C,44,53.333,-9.333,B,C,0.0,1.0
mdgo_v05_probe_000707,exception_plus_active,D,79,76.667,2.333,"A,B,D",C,0.3333,0.0
mdgo_v05_probe_000708,composition_pair,A,81,75.667,5.333,A,D,1.0,0.0
mdgo_v05_probe_000709,composition_pair_2,B,66,68.667,-2.667,A,C,0.0,0.0
mdgo_v05_probe_000710,composition_triple,C,94,95,-1,D,B,0.0,0.0
mdgo_v05_probe_000711,priority_pair,D,69,71.667,-2.667,C,A,0.0,0.0
mdgo_v05_probe_000712,priority_triple,A,111,97.667,13.333,A,B,1.0,0.0
mdgo_v05_probe_000713,drift_recent_override,B,39,43.667,-4.667,D,A,0.0,0.0
mdgo_v05_probe_000714,drift_composition,C,70,69.333,0.667,A,D,0.0,0.0
mdgo_v05_probe_000715,drift_exception,D,53,45.667,7.333,"A,D",C,0.5,0.0
mdgo_v05_probe_000716,false_personalization,A,54,57.333,-3.333,"B,D","A,C",0.0,0.5
mdgo_v05_probe_000717,insufficient_evidence,B,68,72.333,-4.333,D,B,0.0,1.0
mdgo_v05_probe_000718,temporal_scope,C,72,72.667,-0.667,B,A,0.0,0.0
mdgo_v05_probe_000719,explicit_retrieval,D,67,71.333,-4.333,A,C,0.0,0.0
mdgo_v05_probe_000720,long_gap_direct,A,38,37,1,"A,C",B,0.5,0.0
mdgo_v05_probe_000721,implicit_direct,B,46,42,4,B,D,1.0,0.0
mdgo_v05_probe_000722,boundary_near_miss,C,50,46,4,A,"B,D",0.0,0.0
mdgo_v05_probe_000723,boundary_plus_active,D,76,74.333,1.667,B,C,0.0,0.0
mdgo_v05_probe_000724,exception_nested,A,46,39,7,A,D,1.0,0.0
mdgo_v05_probe_000725,exception_plus_active,B,80,72.333,7.667,B,C,1.0,0.0
mdgo_v05_probe_000726,composition_pair,C,76,68.667,7.333,C,B,1.0,0.0
mdgo_v05_probe_000727,composition_pair_2,D,70,62.667,7.333,B,C,0.0,0.0
mdgo_v05_probe_000728,composition_triple,A,91,94,-3,D,A,0.0,1.0
mdgo_v05_probe_000729,priority_pair,B,78,70.667,7.333,B,A,1.0,0.0
mdgo_v05_probe_000730,priority_triple,C,91,93.333,-2.333,B,D,0.0,0.0
mdgo_v05_probe_000731,drift_recent_override,D,52,40.667,11.333,D,B,1.0,0.0
mdgo_v05_probe_000732,drift_composition,A,67,68.333,-1.333,C,B,0.0,0.0
mdgo_v05_probe_000733,drift_exception,B,49,43.333,5.667,"A,B",C,0.5,0.0
mdgo_v05_probe_000734,false_personalization,C,55,60,-5,B,C,0.0,1.0
mdgo_v05_probe_000735,insufficient_evidence,D,69,71,-2,B,"A,C,D",0.0,0.3333
mdgo_v05_probe_000736,temporal_scope,A,76,72.333,3.667,D,C,0.0,0.0
mdgo_v05_probe_000737,explicit_retrieval,B,63,67.333,-4.333,"C,D",B,0.0,1.0
mdgo_v05_probe_000738,long_gap_direct,C,53,45.667,7.333,B,A,0.0,0.0
mdgo_v05_probe_000739,implicit_direct,D,54,52,2,C,A,0.0,0.0
mdgo_v05_probe_000740,boundary_near_miss,A,44,41,3,D,"B,C",0.0,0.0
mdgo_v05_probe_000741,boundary_plus_active,B,65,70,-5,"A,C",B,0.0,1.0
mdgo_v05_probe_000742,exception_nested,C,43,43,0,B,D,0.0,0.0
mdgo_v05_probe_000743,exception_plus_active,D,78,67,11,D,"A,C",1.0,0.0
mdgo_v05_probe_000744,composition_pair,A,73,73.333,-0.333,B,C,0.0,0.0
mdgo_v05_probe_000745,composition_pair_2,B,62,64,-2,C,B,0.0,1.0
mdgo_v05_probe_000746,composition_triple,C,87,100.667,-13.667,B,C,0.0,1.0
mdgo_v05_probe_000747,priority_pair,D,67,68,-1,A,B,0.0,0.0
mdgo_v05_probe_000748,priority_triple,A,87,92.667,-5.667,D,C,0.0,0.0
mdgo_v05_probe_000749,drift_recent_override,B,47,38.667,8.333,B,"C,D",1.0,0.0
mdgo_v05_probe_000750,drift_composition,C,64,66.667,-2.667,A,B,0.0,0.0
mdgo_v05_probe_000751,drift_exception,D,38,42,-4,B,"A,D",0.0,0.5
mdgo_v05_probe_000752,false_personalization,A,55,59.333,-4.333,"B,D",A,0.0,1.0
mdgo_v05_probe_000753,insufficient_evidence,B,70,74,-4,C,B,0.0,1.0
mdgo_v05_probe_000754,temporal_scope,C,61,64,-3,D,C,0.0,1.0
mdgo_v05_probe_000755,explicit_retrieval,D,63,68.667,-5.667,A,D,0.0,1.0
mdgo_v05_probe_000756,long_gap_direct,A,56,42,14,A,D,1.0,0.0
mdgo_v05_probe_000757,implicit_direct,B,40,41.667,-1.667,D,B,0.0,1.0
mdgo_v05_probe_000758,boundary_near_miss,C,56,40.667,15.333,C,A,1.0,0.0
mdgo_v05_probe_000759,boundary_plus_active,D,63,66.333,-3.333,"A,B",D,0.0,1.0
mdgo_v05_probe_000760,exception_nested,A,36,43.333,-7.333,D,A,0.0,1.0
mdgo_v05_probe_000761,exception_plus_active,B,69,74.667,-5.667,A,"B,D",0.0,0.5
mdgo_v05_probe_000762,composition_pair,C,77,65.333,11.667,C,D,1.0,0.0
mdgo_v05_probe_000763,composition_pair_2,D,79,69.333,9.667,D,B,1.0,0.0
mdgo_v05_probe_000764,composition_triple,A,89,97.333,-8.333,B,A,0.0,1.0
mdgo_v05_probe_000765,priority_pair,B,67,72.333,-5.333,D,B,0.0,1.0
mdgo_v05_probe_000766,priority_triple,C,91,90.667,0.333,A,D,0.0,0.0
mdgo_v05_probe_000767,drift_recent_override,D,42,40.333,1.667,"A,D",C,0.5,0.0
mdgo_v05_probe_000768,drift_composition,A,71,70.667,0.333,D,B,0.0,0.0
mdgo_v05_probe_000769,drift_exception,B,52,40.333,11.667,B,C,1.0,0.0
mdgo_v05_probe_000770,false_personalization,C,54,57,-3,D,C,0.0,1.0
mdgo_v05_probe_000771,insufficient_evidence,D,68,74,-6,C,D,0.0,1.0
mdgo_v05_probe_000772,temporal_scope,A,75,69.333,5.667,C,B,0.0,0.0
mdgo_v05_probe_000773,explicit_retrieval,B,66,69.333,-3.333,D,"A,B",0.0,0.5
mdgo_v05_probe_000774,long_gap_direct,C,42,46,-4,"A,B",D,0.0,0.0
mdgo_v05_probe_000775,implicit_direct,D,40,40,0,A,C,0.0,0.0
mdgo_v05_probe_000776,boundary_near_miss,A,48,42,6,A,D,1.0,0.0
mdgo_v05_probe_000777,boundary_plus_active,B,66,69.333,-3.333,A,"C,D",0.0,0.0
mdgo_v05_probe_000778,exception_nested,C,49,48,1,D,A,0.0,0.0
mdgo_v05_probe_000779,exception_plus_active,D,81,78,3,D,B,1.0,0.0
mdgo_v05_probe_000780,composition_pair,A,80,72,8,A,C,1.0,0.0
mdgo_v05_probe_000781,composition_pair_2,B,79,73,6,B,C,1.0,0.0
mdgo_v05_probe_000782,composition_triple,C,105,99.667,5.333,C,A,1.0,0.0
mdgo_v05_probe_000783,priority_pair,D,73,80.667,-7.667,C,D,0.0,1.0
mdgo_v05_probe_000784,priority_triple,A,99,89.333,9.667,A,"B,C",1.0,0.0
mdgo_v05_probe_000785,drift_recent_override,B,44,51.667,-7.667,C,"B,D",0.0,0.5
mdgo_v05_probe_000786,drift_composition,C,66,63.667,2.333,"B,C",D,0.5,0.0
mdgo_v05_probe_000787,drift_exception,D,59,47.667,11.333,D,B,1.0,0.0
mdgo_v05_probe_000788,false_personalization,A,55,55.667,-0.667,B,D,0.0,0.0
mdgo_v05_probe_000789,insufficient_evidence,B,69,64,5,A,"C,D",0.0,0.0
mdgo_v05_probe_000790,temporal_scope,C,73,64,9,C,D,1.0,0.0
mdgo_v05_probe_000791,explicit_retrieval,D,73,74.333,-1.333,C,B,0.0,0.0
mdgo_v05_probe_000792,long_gap_direct,A,53,42.667,10.333,A,B,1.0,0.0
mdgo_v05_probe_000793,implicit_direct,B,44,45.333,-1.333,D,"A,C",0.0,0.0
mdgo_v05_probe_000794,boundary_near_miss,C,40,49,-9,D,C,0.0,1.0
mdgo_v05_probe_000795,boundary_plus_active,D,77,69.333,7.667,C,B,0.0,0.0
mdgo_v05_probe_000796,exception_nested,A,41,49.667,-8.667,D,A,0.0,1.0
mdgo_v05_probe_000797,exception_plus_active,B,66,74,-8,C,B,0.0,1.0
mdgo_v05_probe_000798,composition_pair,C,65,65.667,-0.667,B,A,0.0,0.0
mdgo_v05_probe_000799,composition_pair_2,D,80,65.667,14.333,D,A,1.0,0.0
mdgo_v05_probe_000800,composition_triple,A,88,90,-2,C,D,0.0,0.0
mdgo_v05_probe_000801,priority_pair,B,61,63,-2,A,D,0.0,0.0
mdgo_v05_probe_000802,priority_triple,C,87,83.667,3.333,"C,D",B,0.5,0.0
mdgo_v05_probe_000803,drift_recent_override,D,54,44,10,D,A,1.0,0.0
mdgo_v05_probe_000804,drift_composition,A,64,66.333,-2.333,C,A,0.0,1.0
mdgo_v05_probe_000805,drift_exception,B,41,39.667,1.333,"A,B",D,0.5,0.0
mdgo_v05_probe_000806,false_personalization,C,51,56.333,-5.333,D,C,0.0,1.0
mdgo_v05_probe_000807,insufficient_evidence,D,69,72.333,-3.333,B,"C,D",0.0,0.5
mdgo_v05_probe_000808,temporal_scope,A,65,68.667,-3.667,B,A,0.0,1.0
mdgo_v05_probe_000809,explicit_retrieval,B,65,65,0,D,C,0.0,0.0
