probe_id,user_id,domain,probe_type,required_groups,best_resolved_groups,unresolved_groups_in_best_window,best_window_start_session,best_window_end_session,history_chars,window_char_budget
mdgo_v11_probe_001034,mdgo_v05_fin_user_0001,finance,dual_asof_reversal,2,0,2,0,226,338269,140000
mdgo_v11_probe_001035,mdgo_v05_fin_user_0023,finance,reference_case_reconstruction,3,1,2,191,412,336961,140000
mdgo_v11_probe_001036,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,118,344,332408,140000
mdgo_v11_probe_001037,mdgo_v05_fin_user_0025,finance,provenance_weighted_triple,3,0,3,0,232,338920,140000
mdgo_v11_probe_001038,mdgo_v05_fin_user_0002,finance,reference_case_reconstruction,3,1,2,123,344,339141,140000
mdgo_v11_probe_001039,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_001040,mdgo_v05_fin_user_0001,finance,triple_asof_interleaved,3,0,3,0,226,338269,140000
mdgo_v11_probe_001041,mdgo_v05_fin_user_0029,finance,dual_asof_reversal,2,0,2,0,227,332408,140000
mdgo_v11_probe_001042,mdgo_v05_fin_user_0001,finance,dual_asof_reversal,2,0,2,0,226,338269,140000
mdgo_v11_probe_001043,mdgo_v07_sof_user_0015,software,surface_decoy_pair,2,0,2,0,242,313659,140000
mdgo_v11_probe_001044,mdgo_v05_fin_user_0009,finance,dual_asof_reversal,2,0,2,0,216,341182,140000
mdgo_v11_probe_001045,mdgo_v05_fin_user_0026,finance,surface_decoy_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_001046,mdgo_v05_fin_user_0016,finance,suggestion_rejection_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001047,mdgo_v05_fin_user_0023,finance,reference_case_reconstruction,3,1,2,191,412,336961,140000
mdgo_v11_probe_001048,mdgo_v05_fin_user_0032,finance,reference_case_reconstruction,3,1,2,131,344,342639,140000
mdgo_v11_probe_001049,mdgo_v05_fin_user_0001,finance,reference_case_reconstruction,3,1,2,195,412,338269,140000
mdgo_v11_probe_001050,mdgo_v05_fin_user_0033,finance,reference_case_reconstruction,3,1,2,120,344,330817,140000
mdgo_v11_probe_001051,mdgo_v05_fin_user_0027,finance,provenance_weighted_triple,3,0,3,0,220,342331,140000
mdgo_v11_probe_001052,mdgo_v05_fin_user_0008,finance,suggestion_rejection_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_001053,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_001054,mdgo_v05_fin_user_0024,finance,triple_asof_interleaved,3,0,3,0,226,340270,140000
mdgo_v11_probe_001055,mdgo_v05_sof_user_0006,software,dual_asof_reversal,2,0,2,0,233,322287,140000
mdgo_v11_probe_001056,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_001057,mdgo_v05_fin_user_0027,finance,triple_asof_interleaved,3,0,3,0,220,342331,140000
mdgo_v11_probe_001058,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_001059,mdgo_v07_sof_user_0016,software,suggestion_rejection_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_001060,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001061,mdgo_v05_fin_user_0033,finance,scope_temporal_pair,2,0,2,0,230,330817,140000
mdgo_v11_probe_001062,mdgo_v07_sof_user_0015,software,reference_case_reconstruction,3,1,2,112,345,313659,140000
mdgo_v11_probe_001063,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_001064,mdgo_v05_sof_user_0004,software,dual_asof_reversal,2,0,2,0,236,322411,140000
mdgo_v11_probe_001065,mdgo_v05_fin_user_0009,finance,triple_asof_interleaved,3,0,3,0,216,341182,140000
mdgo_v11_probe_001066,mdgo_v07_sof_user_0017,software,triple_asof_interleaved,3,0,3,0,232,325699,140000
mdgo_v11_probe_001067,mdgo_v05_sof_user_0000,software,suggestion_rejection_pair,2,0,2,0,239,311624,140000
mdgo_v11_probe_001068,mdgo_v05_fin_user_0024,finance,suggestion_rejection_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_001069,mdgo_v05_fin_user_0013,finance,dual_asof_reversal,2,0,2,0,217,345552,140000
mdgo_v11_probe_001070,mdgo_v05_fin_user_0011,finance,triple_asof_interleaved,3,0,3,0,229,333048,140000
mdgo_v11_probe_001071,mdgo_v05_sof_user_0002,software,suggestion_rejection_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_001072,mdgo_v05_fin_user_0015,finance,reference_case_reconstruction,3,1,2,122,345,337230,140000
mdgo_v11_probe_001073,mdgo_v07_sof_user_0012,software,triple_asof_interleaved,3,0,3,0,236,321909,140000
mdgo_v11_probe_001074,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_001075,mdgo_v05_fin_user_0009,finance,suggestion_rejection_pair,2,0,2,0,216,341182,140000
mdgo_v11_probe_001076,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001077,mdgo_v05_fin_user_0029,finance,triple_asof_interleaved,3,0,3,0,227,332408,140000
mdgo_v11_probe_001078,mdgo_v05_fin_user_0006,finance,dual_asof_reversal,2,0,2,0,224,336433,140000
mdgo_v11_probe_001079,mdgo_v05_fin_user_0007,finance,provenance_weighted_triple,3,0,3,0,227,337224,140000
mdgo_v11_probe_001080,mdgo_v05_fin_user_0028,finance,triple_asof_interleaved,3,0,3,0,219,335276,140000
mdgo_v11_probe_001081,mdgo_v05_sof_user_0005,software,triple_asof_interleaved,3,0,3,0,239,318937,140000
mdgo_v11_probe_001082,mdgo_v05_fin_user_0017,finance,suggestion_rejection_pair,2,0,2,0,217,341010,140000
mdgo_v11_probe_001083,mdgo_v05_fin_user_0017,finance,suggestion_rejection_pair,2,0,2,0,217,341010,140000
mdgo_v11_probe_001084,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,123,344,338631,140000
mdgo_v11_probe_001085,mdgo_v05_fin_user_0006,finance,provenance_weighted_triple,3,0,3,0,224,336433,140000
mdgo_v11_probe_001086,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001087,mdgo_v05_fin_user_0018,finance,scope_temporal_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_001088,mdgo_v05_sof_user_0008,software,surface_decoy_pair,2,0,2,0,239,318483,140000
mdgo_v11_probe_001089,mdgo_v05_fin_user_0032,finance,surface_decoy_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_001090,mdgo_v05_fin_user_0031,finance,suggestion_rejection_pair,2,0,2,0,224,338178,140000
mdgo_v11_probe_001091,mdgo_v05_fin_user_0027,finance,reference_case_reconstruction,3,1,2,196,412,342331,140000
mdgo_v11_probe_001092,mdgo_v05_fin_user_0023,finance,suggestion_rejection_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_001093,mdgo_v05_fin_user_0029,finance,suggestion_rejection_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_001094,mdgo_v07_sof_user_0015,software,triple_asof_interleaved,3,0,3,0,242,313659,140000
mdgo_v11_probe_001095,mdgo_v05_fin_user_0026,finance,suggestion_rejection_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_001096,mdgo_v05_fin_user_0014,finance,triple_asof_interleaved,3,0,3,0,223,339699,140000
mdgo_v11_probe_001097,mdgo_v05_fin_user_0020,finance,provenance_weighted_triple,3,0,3,0,232,328930,140000
mdgo_v11_probe_001098,mdgo_v07_sof_user_0010,software,reference_case_reconstruction,3,1,2,121,344,329153,140000
mdgo_v11_probe_001099,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_001100,mdgo_v05_fin_user_0027,finance,suggestion_rejection_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001101,mdgo_v05_fin_user_0026,finance,dual_asof_reversal,2,0,2,0,231,330059,140000
mdgo_v11_probe_001102,mdgo_v05_fin_user_0029,finance,surface_decoy_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_001103,mdgo_v05_fin_user_0014,finance,suggestion_rejection_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_001104,mdgo_v05_fin_user_0007,finance,suggestion_rejection_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_001105,mdgo_v05_fin_user_0026,finance,provenance_weighted_triple,3,0,3,0,231,330059,140000
mdgo_v11_probe_001106,mdgo_v05_fin_user_0004,finance,reference_case_reconstruction,3,1,2,121,344,332730,140000
mdgo_v11_probe_001107,mdgo_v05_fin_user_0017,finance,dual_asof_reversal,2,0,2,0,217,341010,140000
mdgo_v11_probe_001108,mdgo_v05_fin_user_0009,finance,reference_case_reconstruction,3,1,2,126,344,341182,140000
mdgo_v11_probe_001109,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_001110,mdgo_v05_fin_user_0025,finance,dual_asof_reversal,2,0,2,0,232,338920,140000
mdgo_v11_probe_001111,mdgo_v07_sof_user_0009,software,surface_decoy_pair,2,0,2,0,235,322372,140000
mdgo_v11_probe_001112,mdgo_v05_fin_user_0011,finance,provenance_weighted_triple,3,0,3,0,229,333048,140000
mdgo_v11_probe_001113,mdgo_v05_sof_user_0005,software,provenance_weighted_triple,3,0,3,0,239,318937,140000
mdgo_v11_probe_001114,mdgo_v05_fin_user_0027,finance,reference_case_reconstruction,3,1,2,129,344,342331,140000
mdgo_v11_probe_001115,mdgo_v07_sof_user_0013,software,triple_asof_interleaved,3,0,3,0,245,316556,140000
mdgo_v11_probe_001116,mdgo_v05_fin_user_0013,finance,reference_case_reconstruction,3,1,2,128,345,345552,140000
mdgo_v11_probe_001117,mdgo_v05_fin_user_0022,finance,triple_asof_interleaved,3,0,3,0,219,343225,140000
mdgo_v11_probe_001118,mdgo_v05_sof_user_0004,software,triple_asof_interleaved,3,0,3,0,236,322411,140000
mdgo_v11_probe_001119,mdgo_v07_sof_user_0012,software,surface_decoy_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_001120,mdgo_v05_fin_user_0028,finance,suggestion_rejection_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001121,mdgo_v07_sof_user_0009,software,suggestion_rejection_pair,2,0,2,0,235,322372,140000
mdgo_v11_probe_001122,mdgo_v05_fin_user_0000,finance,reference_case_reconstruction,3,1,2,121,344,333457,140000
mdgo_v11_probe_001123,mdgo_v05_sof_user_0006,software,suggestion_rejection_pair,2,0,2,0,233,322287,140000
mdgo_v11_probe_001124,mdgo_v05_fin_user_0031,finance,reference_case_reconstruction,3,1,2,127,344,338178,140000
mdgo_v11_probe_001125,mdgo_v05_fin_user_0015,finance,reference_case_reconstruction,3,1,2,189,412,337230,140000
mdgo_v11_probe_001126,mdgo_v07_sof_user_0014,software,surface_decoy_pair,2,0,2,0,231,326919,140000
mdgo_v11_probe_001127,mdgo_v05_fin_user_0013,finance,triple_asof_interleaved,3,0,3,0,217,345552,140000
mdgo_v11_probe_001128,mdgo_v05_fin_user_0001,finance,triple_asof_interleaved,3,0,3,0,226,338269,140000
mdgo_v11_probe_001129,mdgo_v05_fin_user_0008,finance,dual_asof_reversal,2,0,2,0,229,338243,140000
mdgo_v11_probe_001130,mdgo_v05_sof_user_0003,software,triple_asof_interleaved,3,0,3,0,242,314399,140000
mdgo_v11_probe_001131,mdgo_v05_fin_user_0009,finance,triple_asof_interleaved,3,0,3,0,216,341182,140000
mdgo_v11_probe_001132,mdgo_v05_sof_user_0001,software,provenance_weighted_triple,3,0,3,0,234,322282,140000
mdgo_v11_probe_001133,mdgo_v05_fin_user_0030,finance,dual_asof_reversal,2,0,2,0,220,337818,140000
mdgo_v11_probe_001134,mdgo_v05_fin_user_0025,finance,triple_asof_interleaved,3,0,3,0,232,338920,140000
mdgo_v11_probe_001135,mdgo_v05_fin_user_0014,finance,suggestion_rejection_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_001136,mdgo_v05_fin_user_0005,finance,reference_case_reconstruction,3,1,2,120,344,328129,140000
mdgo_v11_probe_001137,mdgo_v05_fin_user_0003,finance,triple_asof_interleaved,3,0,3,0,230,331924,140000
mdgo_v11_probe_001138,mdgo_v05_fin_user_0012,finance,dual_asof_reversal,2,0,2,0,224,334218,140000
mdgo_v11_probe_001139,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_001140,mdgo_v05_fin_user_0016,finance,suggestion_rejection_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001141,mdgo_v05_sof_user_0005,software,suggestion_rejection_pair,2,0,2,0,239,318937,140000
mdgo_v11_probe_001142,mdgo_v05_fin_user_0021,finance,dual_asof_reversal,2,0,2,0,232,333807,140000
mdgo_v11_probe_001143,mdgo_v07_sof_user_0013,software,surface_decoy_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_001144,mdgo_v05_fin_user_0000,finance,reference_case_reconstruction,3,1,2,121,344,333457,140000
mdgo_v11_probe_001145,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001146,mdgo_v05_fin_user_0008,finance,dual_asof_reversal,2,0,2,0,229,338243,140000
mdgo_v11_probe_001147,mdgo_v05_fin_user_0010,finance,triple_asof_interleaved,3,0,3,0,230,335012,140000
mdgo_v11_probe_001148,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001149,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_001150,mdgo_v05_fin_user_0027,finance,surface_decoy_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001151,mdgo_v05_fin_user_0021,finance,surface_decoy_pair,2,0,2,0,232,333807,140000
mdgo_v11_probe_001152,mdgo_v07_sof_user_0010,software,surface_decoy_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_001153,mdgo_v05_sof_user_0004,software,surface_decoy_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_001154,mdgo_v07_sof_user_0011,software,dual_asof_reversal,2,0,2,0,238,325058,140000
mdgo_v11_probe_001155,mdgo_v07_sof_user_0009,software,dual_asof_reversal,2,0,2,0,235,322372,140000
mdgo_v11_probe_001156,mdgo_v05_fin_user_0018,finance,surface_decoy_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_001157,mdgo_v05_sof_user_0000,software,dual_asof_reversal,2,0,2,0,239,311624,140000
mdgo_v11_probe_001158,mdgo_v05_fin_user_0010,finance,triple_asof_interleaved,3,0,3,0,230,335012,140000
mdgo_v11_probe_001159,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_001160,mdgo_v05_sof_user_0001,software,reference_case_reconstruction,3,1,2,116,344,322282,140000
mdgo_v11_probe_001161,mdgo_v07_sof_user_0013,software,triple_asof_interleaved,3,0,3,0,245,316556,140000
mdgo_v11_probe_001162,mdgo_v05_fin_user_0008,finance,provenance_weighted_triple,3,0,3,0,229,338243,140000
mdgo_v11_probe_001163,mdgo_v05_sof_user_0007,software,triple_asof_interleaved,3,0,3,0,236,321840,140000
mdgo_v11_probe_001164,mdgo_v07_sof_user_0012,software,provenance_weighted_triple,3,0,3,0,236,321909,140000
mdgo_v11_probe_001165,mdgo_v07_sof_user_0011,software,scope_temporal_pair,2,0,2,0,238,325058,140000
mdgo_v11_probe_001166,mdgo_v07_sof_user_0016,software,scope_temporal_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_001167,mdgo_v07_sof_user_0013,software,reference_case_reconstruction,3,1,2,180,412,316556,140000
mdgo_v11_probe_001168,mdgo_v05_sof_user_0008,software,dual_asof_reversal,2,0,2,0,239,318483,140000
mdgo_v11_probe_001169,mdgo_v05_fin_user_0019,finance,triple_asof_interleaved,3,0,3,0,225,338631,140000
mdgo_v11_probe_001170,mdgo_v07_sof_user_0014,software,reference_case_reconstruction,3,1,2,115,344,326919,140000
mdgo_v11_probe_001171,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_001172,mdgo_v05_fin_user_0015,finance,dual_asof_reversal,2,0,2,0,222,337230,140000
mdgo_v11_probe_001173,mdgo_v05_fin_user_0012,finance,surface_decoy_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_001174,mdgo_v05_fin_user_0035,finance,reference_case_reconstruction,3,1,2,121,344,332598,140000
mdgo_v11_probe_001175,mdgo_v05_fin_user_0015,finance,suggestion_rejection_pair,2,0,2,0,222,337230,140000
mdgo_v11_probe_001176,mdgo_v05_fin_user_0027,finance,surface_decoy_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001177,mdgo_v05_fin_user_0014,finance,suggestion_rejection_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_001178,mdgo_v05_fin_user_0026,finance,surface_decoy_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_001179,mdgo_v05_fin_user_0016,finance,triple_asof_interleaved,3,0,3,0,225,332320,140000
mdgo_v11_probe_001180,mdgo_v05_fin_user_0023,finance,surface_decoy_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_001181,mdgo_v07_sof_user_0015,software,dual_asof_reversal,2,0,2,0,242,313659,140000
mdgo_v11_probe_001182,mdgo_v07_sof_user_0016,software,suggestion_rejection_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_001183,mdgo_v05_fin_user_0013,finance,surface_decoy_pair,2,0,2,0,217,345552,140000
mdgo_v11_probe_001184,mdgo_v05_fin_user_0024,finance,triple_asof_interleaved,3,0,3,0,226,340270,140000
mdgo_v11_probe_001185,mdgo_v07_sof_user_0009,software,suggestion_rejection_pair,2,0,2,0,235,322372,140000
mdgo_v11_probe_001186,mdgo_v05_fin_user_0001,finance,scope_temporal_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_001187,mdgo_v05_fin_user_0000,finance,triple_asof_interleaved,3,0,3,0,227,333457,140000
mdgo_v11_probe_001188,mdgo_v05_fin_user_0030,finance,surface_decoy_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_001189,mdgo_v05_fin_user_0014,finance,reference_case_reconstruction,3,1,2,194,412,339699,140000
mdgo_v11_probe_001190,mdgo_v07_sof_user_0013,software,triple_asof_interleaved,3,0,3,0,245,316556,140000
mdgo_v11_probe_001191,mdgo_v05_fin_user_0019,finance,dual_asof_reversal,2,0,2,0,225,338631,140000
mdgo_v11_probe_001192,mdgo_v05_fin_user_0035,finance,triple_asof_interleaved,3,0,3,0,230,332598,140000
mdgo_v11_probe_001193,mdgo_v05_fin_user_0009,finance,suggestion_rejection_pair,2,0,2,0,216,341182,140000
mdgo_v11_probe_001194,mdgo_v07_sof_user_0009,software,scope_temporal_pair,2,0,2,0,235,322372,140000
mdgo_v11_probe_001195,mdgo_v05_sof_user_0004,software,suggestion_rejection_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_001196,mdgo_v05_fin_user_0027,finance,surface_decoy_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001197,mdgo_v05_fin_user_0000,finance,surface_decoy_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_001198,mdgo_v05_fin_user_0001,finance,triple_asof_interleaved,3,0,3,0,226,338269,140000
mdgo_v11_probe_001199,mdgo_v05_sof_user_0001,software,surface_decoy_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_001200,mdgo_v07_sof_user_0011,software,triple_asof_interleaved,3,0,3,0,238,325058,140000
mdgo_v11_probe_001201,mdgo_v07_sof_user_0011,software,triple_asof_interleaved,3,0,3,0,238,325058,140000
mdgo_v11_probe_001202,mdgo_v05_sof_user_0007,software,reference_case_reconstruction,3,1,2,115,344,321840,140000
mdgo_v11_probe_001203,mdgo_v05_fin_user_0009,finance,reference_case_reconstruction,3,1,2,191,412,341182,140000
mdgo_v11_probe_001204,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_001205,mdgo_v05_fin_user_0005,finance,dual_asof_reversal,2,0,2,0,231,328129,140000
mdgo_v11_probe_001206,mdgo_v07_sof_user_0016,software,triple_asof_interleaved,3,0,3,0,233,324189,140000
mdgo_v11_probe_001207,mdgo_v05_fin_user_0012,finance,surface_decoy_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_001208,mdgo_v05_fin_user_0000,finance,triple_asof_interleaved,3,0,3,0,227,333457,140000
mdgo_v11_probe_001209,mdgo_v05_sof_user_0000,software,reference_case_reconstruction,3,1,2,175,412,311624,140000
mdgo_v11_probe_001210,mdgo_v05_fin_user_0027,finance,scope_temporal_pair,2,0,2,0,220,342331,140000
mdgo_v11_probe_001211,mdgo_v05_sof_user_0003,software,triple_asof_interleaved,3,0,3,0,242,314399,140000
mdgo_v11_probe_001212,mdgo_v05_sof_user_0004,software,surface_decoy_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_001213,mdgo_v05_fin_user_0035,finance,suggestion_rejection_pair,2,0,2,0,230,332598,140000
mdgo_v11_probe_001214,mdgo_v05_fin_user_0000,finance,triple_asof_interleaved,3,0,3,0,227,333457,140000
mdgo_v11_probe_001215,mdgo_v05_fin_user_0017,finance,provenance_weighted_triple,3,0,3,0,217,341010,140000
mdgo_v11_probe_001216,mdgo_v05_fin_user_0011,finance,dual_asof_reversal,2,0,2,0,229,333048,140000
mdgo_v11_probe_001217,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_001218,mdgo_v05_sof_user_0001,software,surface_decoy_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_001219,mdgo_v05_fin_user_0026,finance,provenance_weighted_triple,3,0,3,0,231,330059,140000
mdgo_v11_probe_001220,mdgo_v05_fin_user_0031,finance,surface_decoy_pair,2,0,2,0,224,338178,140000
mdgo_v11_probe_001221,mdgo_v07_sof_user_0017,software,provenance_weighted_triple,3,0,3,0,232,325699,140000
mdgo_v11_probe_001222,mdgo_v07_sof_user_0010,software,suggestion_rejection_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_001223,mdgo_v05_fin_user_0006,finance,dual_asof_reversal,2,0,2,0,224,336433,140000
mdgo_v11_probe_001224,mdgo_v05_fin_user_0011,finance,suggestion_rejection_pair,2,0,2,0,229,333048,140000
mdgo_v11_probe_001225,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_001226,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_001227,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_001228,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_001229,mdgo_v05_fin_user_0002,finance,triple_asof_interleaved,3,0,3,0,225,339141,140000
mdgo_v11_probe_001230,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_001231,mdgo_v05_fin_user_0026,finance,dual_asof_reversal,2,0,2,0,231,330059,140000
mdgo_v11_probe_001232,mdgo_v05_fin_user_0023,finance,dual_asof_reversal,2,0,2,0,228,336961,140000
mdgo_v11_probe_001233,mdgo_v05_fin_user_0016,finance,triple_asof_interleaved,3,0,3,0,225,332320,140000
mdgo_v11_probe_001234,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_001235,mdgo_v05_fin_user_0012,finance,reference_case_reconstruction,3,1,2,194,413,334218,140000
mdgo_v11_probe_001236,mdgo_v05_fin_user_0004,finance,reference_case_reconstruction,3,1,2,121,344,332730,140000
mdgo_v11_probe_001237,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_001238,mdgo_v05_fin_user_0011,finance,suggestion_rejection_pair,2,0,2,0,229,333048,140000
mdgo_v11_probe_001239,mdgo_v05_sof_user_0004,software,triple_asof_interleaved,3,0,3,0,236,322411,140000
mdgo_v11_probe_001240,mdgo_v05_fin_user_0021,finance,dual_asof_reversal,2,0,2,0,232,333807,140000
mdgo_v11_probe_001241,mdgo_v05_fin_user_0017,finance,scope_temporal_pair,2,0,2,0,217,341010,140000
mdgo_v11_probe_001242,mdgo_v05_fin_user_0029,finance,suggestion_rejection_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_001243,mdgo_v05_fin_user_0028,finance,surface_decoy_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_001244,mdgo_v07_sof_user_0012,software,surface_decoy_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_001245,mdgo_v05_fin_user_0035,finance,triple_asof_interleaved,3,0,3,0,230,332598,140000
mdgo_v11_probe_001246,mdgo_v05_sof_user_0000,software,reference_case_reconstruction,3,1,2,104,344,311624,140000
mdgo_v11_probe_001247,mdgo_v05_fin_user_0007,finance,scope_temporal_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_001248,mdgo_v05_fin_user_0009,finance,reference_case_reconstruction,3,1,2,126,344,341182,140000
mdgo_v11_probe_001249,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_001250,mdgo_v05_fin_user_0010,finance,dual_asof_reversal,2,0,2,0,230,335012,140000
mdgo_v11_probe_001251,mdgo_v05_fin_user_0026,finance,dual_asof_reversal,2,0,2,0,231,330059,140000
mdgo_v11_probe_001252,mdgo_v05_fin_user_0004,finance,surface_decoy_pair,2,0,2,0,226,332730,140000
mdgo_v11_probe_001253,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_001254,mdgo_v05_sof_user_0008,software,dual_asof_reversal,2,0,2,0,239,318483,140000
mdgo_v11_probe_001255,mdgo_v07_sof_user_0012,software,dual_asof_reversal,2,0,2,0,236,321909,140000
mdgo_v11_probe_001256,mdgo_v07_sof_user_0010,software,reference_case_reconstruction,3,1,2,121,344,329153,140000
mdgo_v11_probe_001257,mdgo_v05_fin_user_0013,finance,surface_decoy_pair,2,0,2,0,217,345552,140000
mdgo_v11_probe_001258,mdgo_v07_sof_user_0017,software,triple_asof_interleaved,3,0,3,0,232,325699,140000
mdgo_v11_probe_001259,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_001260,mdgo_v07_sof_user_0014,software,dual_asof_reversal,2,0,2,0,231,326919,140000
mdgo_v11_probe_001261,mdgo_v05_fin_user_0023,finance,triple_asof_interleaved,3,0,3,0,228,336961,140000
mdgo_v11_probe_001262,mdgo_v05_sof_user_0004,software,triple_asof_interleaved,3,0,3,0,236,322411,140000
mdgo_v11_probe_001263,mdgo_v05_fin_user_0002,finance,suggestion_rejection_pair,2,0,2,0,225,339141,140000
mdgo_v11_probe_001264,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_001265,mdgo_v07_sof_user_0012,software,suggestion_rejection_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_001266,mdgo_v05_fin_user_0019,finance,provenance_weighted_triple,3,0,3,0,225,338631,140000
mdgo_v11_probe_001267,mdgo_v05_fin_user_0000,finance,triple_asof_interleaved,3,0,3,0,227,333457,140000
