session_id,user_id,domain,primary_source_conversation_id,source_intent,all_source_conversation_ids_json,style_exemplar_ids_json,usage_mode
mdgo_v05_fin_user_0033_s0259,mdgo_v05_fin_user_0033,finance,acs-b3b80b7e-8d78-48f1-aef7-5f3a36566053-1,transfer,"[""acs-35024829-a03e-4fb2-a91d-076fd68fb306-1""]","[""acs-35024829-a03e-4fb2-a91d-076fd68fb306-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0260,mdgo_v05_fin_user_0033,finance,acs-84799afc-6c65-418a-8a7c-f9d66d230a6d-1,balance,"[""acs-1bc5e3fb-9da7-49b0-8854-7854cb38183c-1"", ""acs-622aeff0-64a0-46f3-99aa-22b5978f6521-1""]","[""acs-1bc5e3fb-9da7-49b0-8854-7854cb38183c-1"", ""acs-622aeff0-64a0-46f3-99aa-22b5978f6521-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0262,mdgo_v05_fin_user_0033,finance,acs-28edd173-18b1-4f14-ad1b-ff33206534fa-1,loan,"[""acs-f909bec4-1f93-46d5-877d-66081206e2b2-1"", ""acs-ef1a046c-b9b7-4d24-925f-ef7ddaf65932-1""]","[""acs-f909bec4-1f93-46d5-877d-66081206e2b2-1"", ""acs-ef1a046c-b9b7-4d24-925f-ef7ddaf65932-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0263,mdgo_v05_fin_user_0033,finance,acs-727e7ff6-2bf7-476e-a213-18de06b5db57-1,address_change,"[""acs-2dcb26cb-77fd-471f-9b6a-8d6f53fcbc75-1"", ""acs-b68d5cac-b240-4ad8-8670-0751772884db-1""]","[""acs-2dcb26cb-77fd-471f-9b6a-8d6f53fcbc75-1"", ""acs-b68d5cac-b240-4ad8-8670-0751772884db-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0264,mdgo_v05_fin_user_0033,finance,acs-19d442f2-c02a-4190-baf2-946a2ab931c7-1,transfer,"[""acs-5bab02e5-137b-492a-9375-9ab0e24a530d-1"", ""acs-92d1b89e-f60a-429d-a16e-a8f26f323a3c-1""]","[""acs-5bab02e5-137b-492a-9375-9ab0e24a530d-1"", ""acs-92d1b89e-f60a-429d-a16e-a8f26f323a3c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0265,mdgo_v05_fin_user_0033,finance,acs-9f73840f-430a-47f9-9dd0-bf81c46b67bb-1,account_close,"[""acs-f9c1117e-ebf6-4f8d-a10b-e0622c55fb44-1"", ""acs-675f867e-cabd-4273-95b3-741326c11a0d-1""]","[""acs-f9c1117e-ebf6-4f8d-a10b-e0622c55fb44-1"", ""acs-675f867e-cabd-4273-95b3-741326c11a0d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0266,mdgo_v05_fin_user_0033,finance,acs-e7ab1a83-33c6-4f89-8896-49e32a7778f3-1,checks_routing,"[""acs-04270808-fdb0-467a-a11d-80ef5b30147b-1"", ""acs-b88f5a90-0685-4808-a84c-a305bd4072d8-1""]","[""acs-04270808-fdb0-467a-a11d-80ef5b30147b-1"", ""acs-b88f5a90-0685-4808-a84c-a305bd4072d8-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0267,mdgo_v05_fin_user_0033,finance,acs-a172cb81-85af-4aff-9fa9-415335345f78-1,lost_card,"[""acs-760f07db-881b-4af6-a38a-487176d1beec-1"", ""acs-63fb93cf-a566-49c7-a08b-25b5fcdd4875-1""]","[""acs-760f07db-881b-4af6-a38a-487176d1beec-1"", ""acs-63fb93cf-a566-49c7-a08b-25b5fcdd4875-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0268,mdgo_v05_fin_user_0033,finance,acs-13cd8574-c3ce-4154-ae84-e46be8e14707-1,lost_card,"[""acs-85abdeb7-66a3-45d4-ae41-944a49b62478-1"", ""acs-b67e763b-91ce-42da-bc82-84501150d244-1""]","[""acs-85abdeb7-66a3-45d4-ae41-944a49b62478-1"", ""acs-b67e763b-91ce-42da-bc82-84501150d244-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0269,mdgo_v05_fin_user_0033,finance,acs-2a37f84f-e869-4abb-8d6b-b2d8042b19a7-1,checks_routing,"[""acs-ea47732a-8c97-4968-bcdf-9e1ed4dc71c7-1"", ""acs-b2e9213f-a749-457b-9ee9-d2b14a29ccba-1""]","[""acs-ea47732a-8c97-4968-bcdf-9e1ed4dc71c7-1"", ""acs-b2e9213f-a749-457b-9ee9-d2b14a29ccba-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0270,mdgo_v05_fin_user_0033,finance,acs-741e7d0f-eaa8-479a-bc5b-eb0b24ae5915-1,address_change,"[""acs-df71ca00-3247-4087-bac7-303e12f52cad-1"", ""acs-00fdff6e-4a79-46b5-82b5-efd3a046faa9-1""]","[""acs-df71ca00-3247-4087-bac7-303e12f52cad-1"", ""acs-00fdff6e-4a79-46b5-82b5-efd3a046faa9-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0271,mdgo_v05_fin_user_0033,finance,acs-07b8ba8e-cf27-4811-9c93-962b1f7428d3-1,address_change,"[""acs-05363e9a-b319-47bb-9a38-f07420176f89-1"", ""acs-122c281a-ee4f-4863-ade2-75358237bb72-1""]","[""acs-05363e9a-b319-47bb-9a38-f07420176f89-1"", ""acs-122c281a-ee4f-4863-ade2-75358237bb72-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0273,mdgo_v05_fin_user_0033,finance,acs-f89c2752-fb3e-4b13-a021-58c68cabd228-1,address_change,"[""acs-5a1d5dff-5ce2-4882-82de-5a7ba942c4ff-1"", ""acs-551aaf60-6f57-41ba-ad66-3c1bc66b152c-1""]","[""acs-5a1d5dff-5ce2-4882-82de-5a7ba942c4ff-1"", ""acs-551aaf60-6f57-41ba-ad66-3c1bc66b152c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0274,mdgo_v05_fin_user_0033,finance,acs-4db7e0c0-d8b3-44ed-8641-3f5d69f590a5-1,balance,"[""acs-3a4cd208-7879-4538-a722-e4f4e05a3f29-1"", ""acs-786f5547-749d-4b81-aa1c-df54abf13169-1""]","[""acs-3a4cd208-7879-4538-a722-e4f4e05a3f29-1"", ""acs-786f5547-749d-4b81-aa1c-df54abf13169-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0275,mdgo_v05_fin_user_0033,finance,acs-c0935119-6272-444c-b0e2-2bb287c8df04-1,lost_card,"[""acs-91f1889e-cd06-4e15-9cfa-f8446b8e76aa-1"", ""acs-e91bb564-fa9e-48af-be1f-e884b02e0266-1""]","[""acs-91f1889e-cd06-4e15-9cfa-f8446b8e76aa-1"", ""acs-e91bb564-fa9e-48af-be1f-e884b02e0266-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0276,mdgo_v05_fin_user_0033,finance,acs-fadda90a-f3ac-4c79-bc95-2f4c05a3d33b-1,transfer,"[""acs-c9a46779-cef0-45db-98b2-e1dcf3a486f7-1"", ""acs-d5a2d138-a3ca-4b46-a446-0d38406c4e95-1""]","[""acs-c9a46779-cef0-45db-98b2-e1dcf3a486f7-1"", ""acs-d5a2d138-a3ca-4b46-a446-0d38406c4e95-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0281,mdgo_v05_fin_user_0033,finance,acs-0298e30c-59e8-49ae-9983-3116918fe3a0-1,lost_card,"[""acs-5ca8282b-bbaa-4e7c-8405-fd8757eee109-1"", ""acs-c5f86bba-ceff-462e-a310-74948acd595d-1""]","[""acs-5ca8282b-bbaa-4e7c-8405-fd8757eee109-1"", ""acs-c5f86bba-ceff-462e-a310-74948acd595d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0282,mdgo_v05_fin_user_0033,finance,acs-8532fd8e-fd07-4916-84bd-a24432f8d40f-1,address_change,"[""acs-8a5206ae-2e12-4fe7-806f-acca08f2bf8b-1"", ""acs-5a0d3f45-e990-473e-9aa2-d2825f2ec112-1""]","[""acs-8a5206ae-2e12-4fe7-806f-acca08f2bf8b-1"", ""acs-5a0d3f45-e990-473e-9aa2-d2825f2ec112-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0283,mdgo_v05_fin_user_0033,finance,acs-f89b3308-490e-4818-aa8d-4205fdbed530-1,lost_card,"[""acs-8576a4cb-6cbd-48d9-ba7c-88b1d3e4bc5e-1"", ""acs-ab4e7a2f-13d1-4fc8-9fb6-a69991611826-1""]","[""acs-8576a4cb-6cbd-48d9-ba7c-88b1d3e4bc5e-1"", ""acs-ab4e7a2f-13d1-4fc8-9fb6-a69991611826-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0284,mdgo_v05_fin_user_0033,finance,acs-a1dfb550-2d9d-4b13-ae97-bde5fb608f00-1,balance,"[""acs-20ee754d-73c9-41e7-a55f-51c27418b97c-1"", ""acs-71d52e47-c477-4103-bd54-171fec473ace-1""]","[""acs-20ee754d-73c9-41e7-a55f-51c27418b97c-1"", ""acs-71d52e47-c477-4103-bd54-171fec473ace-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0285,mdgo_v05_fin_user_0033,finance,acs-78116a8a-7811-44f5-b092-c6c069dca5a5-1,lost_card,"[""acs-839955bd-895a-4a15-86ac-9eb8275b1f0e-1"", ""acs-06ab9c90-406c-4396-a8bf-e0ab2b502ff7-1""]","[""acs-839955bd-895a-4a15-86ac-9eb8275b1f0e-1"", ""acs-06ab9c90-406c-4396-a8bf-e0ab2b502ff7-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0286,mdgo_v05_fin_user_0033,finance,acs-2411c31a-e9c6-4d5f-a4d0-96f9124e5f1c-1,lost_card,"[""acs-ad7d7fc2-7024-4fd8-b5d0-0c109b71c4c2-1"", ""acs-e7477cf6-8e4f-4138-85c2-1de8c96cf964-1""]","[""acs-ad7d7fc2-7024-4fd8-b5d0-0c109b71c4c2-1"", ""acs-e7477cf6-8e4f-4138-85c2-1de8c96cf964-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0289,mdgo_v05_fin_user_0033,finance,acs-dea9a851-9904-42b3-9a81-0d3e48fb4c00-1,transfer,"[""acs-810f0d3b-31a8-4455-83a9-8b24fad82267-1"", ""acs-4b91ba9f-1273-48ad-8733-afebc3e30bb8-1""]","[""acs-810f0d3b-31a8-4455-83a9-8b24fad82267-1"", ""acs-4b91ba9f-1273-48ad-8733-afebc3e30bb8-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0290,mdgo_v05_fin_user_0033,finance,acs-e335d24d-836c-4a6a-b02c-75c22b9b4dba-1,lost_card,"[""acs-2631c89d-6e80-46a9-a5d5-c65f3fab1d2d-1"", ""acs-b246aeab-9aa7-4ccf-92df-af6cb7226d1c-1""]","[""acs-2631c89d-6e80-46a9-a5d5-c65f3fab1d2d-1"", ""acs-b246aeab-9aa7-4ccf-92df-af6cb7226d1c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0291,mdgo_v05_fin_user_0033,finance,acs-cc2d4911-61bc-4211-8d0d-48f2730d6557-1,balance,"[""acs-c1b9a6fb-05ad-4fc0-87a9-fc69c2baef7a-1"", ""acs-aa58f3c0-00b7-447e-a1ac-8966a531daee-1""]","[""acs-c1b9a6fb-05ad-4fc0-87a9-fc69c2baef7a-1"", ""acs-aa58f3c0-00b7-447e-a1ac-8966a531daee-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0292,mdgo_v05_fin_user_0033,finance,acs-7fe9cf6e-c406-4271-a400-b8b13f202ddf-1,payment,"[""acs-032afc0c-f22f-4dda-b759-22e702aa6f45-1"", ""acs-c3b738db-edab-414c-95d0-eae729dc7099-1""]","[""acs-032afc0c-f22f-4dda-b759-22e702aa6f45-1"", ""acs-c3b738db-edab-414c-95d0-eae729dc7099-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0294,mdgo_v05_fin_user_0033,finance,acs-584ce05b-ddae-4973-9d7b-b72fa8cc3e6a-1,address_change,"[""acs-048b9397-0589-4047-990b-7f600682822b-1"", ""acs-8522ed9a-4478-4993-b129-312110d217b6-1""]","[""acs-048b9397-0589-4047-990b-7f600682822b-1"", ""acs-8522ed9a-4478-4993-b129-312110d217b6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0295,mdgo_v05_fin_user_0033,finance,acs-166e31dc-96f5-4564-969b-e7194ded55b1-1,transfer,"[""acs-94b70ce1-8f44-4c41-bbad-8886dd5b4655-1"", ""acs-25156a0e-8ec0-45e6-9171-bacfaba2d772-1""]","[""acs-94b70ce1-8f44-4c41-bbad-8886dd5b4655-1"", ""acs-25156a0e-8ec0-45e6-9171-bacfaba2d772-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0296,mdgo_v05_fin_user_0033,finance,acs-1780166d-c943-4069-b2c8-b5f1489e83e9-1,transfer,"[""acs-263065ea-75d7-43a2-8c5d-7b4dd3be58c8-1"", ""acs-82224fef-4058-4021-aeef-abd8ba17f5f2-1""]","[""acs-263065ea-75d7-43a2-8c5d-7b4dd3be58c8-1"", ""acs-82224fef-4058-4021-aeef-abd8ba17f5f2-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0297,mdgo_v05_fin_user_0033,finance,acs-ffc321b4-7d14-4ebc-ba7e-8a65122350f0-1,balance,"[""acs-cdf95f49-239e-4642-8bd7-4d52970b83bf-1"", ""acs-c79c0380-5fb1-44c4-b866-c338eff0cc59-1""]","[""acs-cdf95f49-239e-4642-8bd7-4d52970b83bf-1"", ""acs-c79c0380-5fb1-44c4-b866-c338eff0cc59-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0298,mdgo_v05_fin_user_0033,finance,acs-b1b2ae60-84f7-4106-9222-7eb5cbf44ad4-1,transfer,"[""acs-bf45d69a-e8b3-4dad-ba0f-22848a033835-1"", ""acs-15773fc5-da6c-4a51-bcb4-01f04cc024b8-1""]","[""acs-bf45d69a-e8b3-4dad-ba0f-22848a033835-1"", ""acs-15773fc5-da6c-4a51-bcb4-01f04cc024b8-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0299,mdgo_v05_fin_user_0033,finance,acs-8acbef66-56f4-4e8c-9af7-6af492a2d977-1,transfer,"[""acs-a7dd0f55-386a-4d44-b427-f1373b155fc0-1"", ""acs-2bf800a6-f982-49bb-9c94-f52dc291d6d9-1""]","[""acs-a7dd0f55-386a-4d44-b427-f1373b155fc0-1"", ""acs-2bf800a6-f982-49bb-9c94-f52dc291d6d9-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0300,mdgo_v05_fin_user_0033,finance,acs-2ab8a03a-9129-4918-b8ce-c3c6fe5f4a29-1,lost_card,"[""acs-c121b57e-11f8-4ee6-bc37-36ee9d6784c7-1"", ""acs-98665b53-438e-4fa3-8683-909a897f007c-1""]","[""acs-c121b57e-11f8-4ee6-bc37-36ee9d6784c7-1"", ""acs-98665b53-438e-4fa3-8683-909a897f007c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0302,mdgo_v05_fin_user_0033,finance,acs-bce1eaa3-8d2e-42c6-a2af-4eca42440c75-1,checks_routing,"[""acs-37e699a1-5b28-475c-81e1-898bdca6df06-1"", ""acs-02b927c2-510b-4687-b7d9-c3fef6b1041e-1""]","[""acs-37e699a1-5b28-475c-81e1-898bdca6df06-1"", ""acs-02b927c2-510b-4687-b7d9-c3fef6b1041e-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0303,mdgo_v05_fin_user_0033,finance,acs-311de35f-db35-4e10-a093-803dca8aebb6-1,address_change,"[""acs-85699e2d-91a0-46be-9748-790bbeb152ac-1"", ""acs-6524ef6a-92e6-449d-88f8-6138a9765eed-1""]","[""acs-85699e2d-91a0-46be-9748-790bbeb152ac-1"", ""acs-6524ef6a-92e6-449d-88f8-6138a9765eed-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0304,mdgo_v05_fin_user_0033,finance,acs-51af5ca4-405f-41cf-befb-b796f50949af-1,transfer,"[""acs-6b075d07-ba27-4a75-8546-1a508a545fd7-1"", ""acs-ceddddcd-b951-46be-a6c5-945bbf392935-1""]","[""acs-6b075d07-ba27-4a75-8546-1a508a545fd7-1"", ""acs-ceddddcd-b951-46be-a6c5-945bbf392935-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0305,mdgo_v05_fin_user_0033,finance,acs-7e0e524d-d434-4bf6-b4d2-61b114a94930-1,transfer,"[""acs-e27948ae-d18c-4e4d-b3e1-24fa9eaac403-1"", ""acs-d9ee60b9-2208-4250-8f01-b15d102ab556-1""]","[""acs-e27948ae-d18c-4e4d-b3e1-24fa9eaac403-1"", ""acs-d9ee60b9-2208-4250-8f01-b15d102ab556-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0307,mdgo_v05_fin_user_0033,finance,acs-f71495dc-44cd-4e1f-86c3-059276960b5d-1,transfer,"[""acs-41f56400-68c1-4e72-9a1c-c9fc17cd9a4d-1""]","[""acs-41f56400-68c1-4e72-9a1c-c9fc17cd9a4d-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0308,mdgo_v05_fin_user_0033,finance,acs-989ad089-e02b-48ad-bc51-529815ed9b20-1,address_change,"[""acs-5ad233a8-93d0-49b0-a931-321ff928b3df-1"", ""acs-89d05ddd-9662-4cda-a607-97cffce311c0-1""]","[""acs-5ad233a8-93d0-49b0-a931-321ff928b3df-1"", ""acs-89d05ddd-9662-4cda-a607-97cffce311c0-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0309,mdgo_v05_fin_user_0033,finance,acs-f2e2cf47-f2e9-48a4-bf76-f906fd23f415-1,branch_info,"[""acs-e7f58378-cbe5-4059-9221-bcbac51bd49c-1"", ""acs-4c8eac60-fbf7-4359-8cf5-addd63d78b39-1""]","[""acs-e7f58378-cbe5-4059-9221-bcbac51bd49c-1"", ""acs-4c8eac60-fbf7-4359-8cf5-addd63d78b39-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0310,mdgo_v05_fin_user_0033,finance,acs-f37bef0c-c7bc-4713-a261-60f7e5656bda-1,transfer,"[""acs-924e9c44-8640-423f-af11-3979dd003c55-1"", ""acs-6388e2da-8361-448a-9495-e743e76d35b9-1""]","[""acs-924e9c44-8640-423f-af11-3979dd003c55-1"", ""acs-6388e2da-8361-448a-9495-e743e76d35b9-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0311,mdgo_v05_fin_user_0033,finance,acs-d0603f33-c13d-44f2-b738-1eb107d0d8e5-1,transfer,"[""acs-8b6ef10e-7ff9-44d2-888b-4d5a05dde60f-1"", ""acs-864cc35a-06a7-4534-a6e6-c791264ab542-1""]","[""acs-8b6ef10e-7ff9-44d2-888b-4d5a05dde60f-1"", ""acs-864cc35a-06a7-4534-a6e6-c791264ab542-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0312,mdgo_v05_fin_user_0033,finance,acs-561c8f81-932e-4591-a9b9-79496fd45686-1,transfer,"[""acs-37d1f993-1311-4c5b-a8f4-3c28ad387c89-1"", ""acs-71a75d39-c783-4dc8-ac04-c909b4e190db-1""]","[""acs-37d1f993-1311-4c5b-a8f4-3c28ad387c89-1"", ""acs-71a75d39-c783-4dc8-ac04-c909b4e190db-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0313,mdgo_v05_fin_user_0033,finance,acs-0792f2f0-274d-433d-a94e-c58dccac7f1b-1,balance,"[""acs-84333d4e-09b6-4873-853c-4f3baa79947b-1"", ""acs-4319651d-ad26-4f49-8362-8e681fe5fcb4-1""]","[""acs-84333d4e-09b6-4873-853c-4f3baa79947b-1"", ""acs-4319651d-ad26-4f49-8362-8e681fe5fcb4-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0314,mdgo_v05_fin_user_0033,finance,acs-6103d11f-c88a-41c8-9ae6-74d05fb01f61-1,account_close,"[""acs-8d3aee20-b622-4460-b168-cbc1efc124a0-1"", ""acs-ff2112aa-f7f6-4a7c-9428-dfed96319160-1""]","[""acs-8d3aee20-b622-4460-b168-cbc1efc124a0-1"", ""acs-ff2112aa-f7f6-4a7c-9428-dfed96319160-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0315,mdgo_v05_fin_user_0033,finance,acs-7b1d6853-28d6-4a9d-b73a-6bbcd9713879-1,lost_card,"[""acs-0adb34f0-9320-4526-bbc0-0ca27b9c4d74-1"", ""acs-a9de5573-e46e-4032-8adb-5d01e24c713c-1""]","[""acs-0adb34f0-9320-4526-bbc0-0ca27b9c4d74-1"", ""acs-a9de5573-e46e-4032-8adb-5d01e24c713c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0316,mdgo_v05_fin_user_0033,finance,acs-674fc910-c8c5-4c1d-b66f-4eaae9d99bba-1,balance,"[""acs-0cb501e6-a3ef-486f-825e-e060ea08684b-1"", ""acs-f6a552b5-d1b3-4d02-8233-5d8fd487be8f-1""]","[""acs-0cb501e6-a3ef-486f-825e-e060ea08684b-1"", ""acs-f6a552b5-d1b3-4d02-8233-5d8fd487be8f-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0317,mdgo_v05_fin_user_0033,finance,acs-4b91ba9f-1273-48ad-8733-afebc3e30bb8-1,checks_routing,"[""acs-5130e31d-6c0d-4f3f-a7fa-10ffcba18fe3-1"", ""acs-3abdd525-a905-483d-a4de-2c9c4d212d8c-1""]","[""acs-5130e31d-6c0d-4f3f-a7fa-10ffcba18fe3-1"", ""acs-3abdd525-a905-483d-a4de-2c9c4d212d8c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0318,mdgo_v05_fin_user_0033,finance,acs-4922d089-f8df-4492-a6ea-9e44967db5ed-1,address_change,"[""acs-51fff6c0-d3be-4a9f-b085-52d1bba8e2b9-1"", ""acs-c9a46779-cef0-45db-98b2-e1dcf3a486f7-1""]","[""acs-51fff6c0-d3be-4a9f-b085-52d1bba8e2b9-1"", ""acs-c9a46779-cef0-45db-98b2-e1dcf3a486f7-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0319,mdgo_v05_fin_user_0033,finance,acs-42beeec8-931f-44e4-b17f-e9c799df1aad-1,transfer,"[""acs-d8355946-daf2-4c43-a92f-045bda754f70-1"", ""acs-476c9152-9ce0-4e11-a241-3ccff74363ee-1""]","[""acs-d8355946-daf2-4c43-a92f-045bda754f70-1"", ""acs-476c9152-9ce0-4e11-a241-3ccff74363ee-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0320,mdgo_v05_fin_user_0033,finance,acs-174cadf3-6cc2-4a8e-a420-4ea9bbd498e3-1,transfer,"[""acs-e7c5efea-1e25-438d-b122-ab2e4ec0c06b-1"", ""acs-5693c84d-d21f-418b-b1f3-2e969a687ea6-1""]","[""acs-e7c5efea-1e25-438d-b122-ab2e4ec0c06b-1"", ""acs-5693c84d-d21f-418b-b1f3-2e969a687ea6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0321,mdgo_v05_fin_user_0033,finance,acs-09b3afcc-4d55-40c6-9481-3239605e6759-1,address_change,"[""acs-087fbd5e-e03d-4880-904b-49f9c0ac8f90-1"", ""acs-5b625fd0-31b1-4253-8d2d-71cfedd5156f-1""]","[""acs-087fbd5e-e03d-4880-904b-49f9c0ac8f90-1"", ""acs-5b625fd0-31b1-4253-8d2d-71cfedd5156f-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0322,mdgo_v05_fin_user_0033,finance,acs-30ad8961-912c-4b86-9be5-b245b57fb1c7-1,balance,"[""acs-bf4cbbfc-d5da-479c-8428-48adac90c106-1"", ""acs-09c28d80-8276-477f-8f63-5b4d0c6614d6-1""]","[""acs-bf4cbbfc-d5da-479c-8428-48adac90c106-1"", ""acs-09c28d80-8276-477f-8f63-5b4d0c6614d6-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0323,mdgo_v05_fin_user_0033,finance,acs-432e4a8e-1c88-4338-8a14-9ec761d10031-1,lost_card,"[""acs-943d9137-dbbc-4268-89e2-ad495deb1281-1"", ""acs-1f02ba14-1e66-44d0-9cdd-cefade83e46e-1""]","[""acs-943d9137-dbbc-4268-89e2-ad495deb1281-1"", ""acs-1f02ba14-1e66-44d0-9cdd-cefade83e46e-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0324,mdgo_v05_fin_user_0033,finance,acs-7c0083c8-7295-4003-9964-95bf8a0100e5-1,transfer,"[""acs-66dd7728-0cd1-4fde-9a71-807e80660e26-1"", ""acs-e50d4e7f-ffc1-4b61-a189-0bae5fb99e6c-1""]","[""acs-66dd7728-0cd1-4fde-9a71-807e80660e26-1"", ""acs-e50d4e7f-ffc1-4b61-a189-0bae5fb99e6c-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
mdgo_v05_fin_user_0033_s0325,mdgo_v05_fin_user_0033,finance,acs-a8bd1c4d-eefb-4c1d-a51d-8f0695405a31-1,balance,"[""acs-5157ee00-8663-42af-abae-418cc9d836a9-1"", ""acs-8f813f50-54ae-4c56-8ee2-e85f452c3cca-1""]","[""acs-5157ee00-8663-42af-abae-418cc9d836a9-1"", ""acs-8f813f50-54ae-4c56-8ee2-e85f452c3cca-1""]","single-intent MultiDoGO seed plus compositional, intent-aligned realization"
