probe_id,probe_type,required_component_groups,best_resolved_groups_in_any_205_session_window,best_window_start,best_window_end,all_required_components_in_one_205_session_window,unresolved_groups_in_best_window,naive_exact_upper_bound_from_missing_binary_links
mdgo_v11_probe_000680,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000681,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000682,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000683,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000684,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000685,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000686,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000687,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000688,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000689,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000690,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000691,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000692,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000693,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000694,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000695,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000696,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000697,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000698,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000699,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000700,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000701,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000702,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000703,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000704,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000705,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000706,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000707,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000708,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000709,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000710,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000711,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000712,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000713,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000714,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000715,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000716,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000717,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000718,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000719,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000720,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000721,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000722,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000723,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000724,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000725,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000726,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000727,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000728,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000729,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000730,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000731,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000732,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000733,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000734,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000735,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000736,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000737,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000738,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000739,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000740,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000741,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000742,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000743,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000744,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000745,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000746,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000747,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000748,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000749,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000750,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000751,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000752,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000753,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000754,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000755,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000756,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000757,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000758,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000759,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000760,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000761,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000762,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000763,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000764,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000765,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000766,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000767,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000768,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000769,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000770,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000771,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000772,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000773,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000774,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000775,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000776,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000777,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000778,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000779,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000780,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000781,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000782,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000783,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000784,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000785,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000786,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000787,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000788,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000789,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000790,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000791,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000792,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000793,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000794,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000795,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000796,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000797,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000798,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000799,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000800,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000801,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000802,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000803,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000804,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000805,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000806,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000807,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000808,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000809,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000810,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000811,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000812,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000813,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000814,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000815,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000816,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000817,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000818,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000819,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000820,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000821,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000822,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000823,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000824,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000825,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000826,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000827,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000828,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000829,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000830,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000831,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000832,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000833,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000834,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000835,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000836,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000837,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000838,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000839,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000840,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000841,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000842,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000843,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000844,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000845,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000846,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000847,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000848,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000849,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000850,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000851,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000852,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000853,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000854,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000855,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000856,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000857,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000858,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000859,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000860,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000861,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000862,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000863,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000864,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000865,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000866,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000867,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000868,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000869,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000870,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000871,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000872,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000873,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000874,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000875,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000876,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000877,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000878,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000879,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000880,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000881,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000882,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000883,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000884,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000885,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000886,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000887,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000888,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000889,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000890,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000891,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000892,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000893,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000894,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000895,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000896,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000897,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000898,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000899,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000900,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000901,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000902,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000903,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000904,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000905,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000906,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000907,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000908,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000909,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000910,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000911,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000912,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000913,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000914,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000915,scope_temporal_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000916,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000917,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000918,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000919,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000920,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000921,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000922,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000923,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000924,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000925,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000926,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000927,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000928,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000929,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000930,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000931,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000932,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000933,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000934,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000935,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000936,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000937,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000938,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000939,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000940,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000941,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000942,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000943,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000944,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000945,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000946,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000947,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000948,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000949,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000950,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000951,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000952,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000953,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000954,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000955,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000956,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000957,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000958,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000959,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000960,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000961,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000962,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000963,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000964,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000965,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000966,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000967,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000968,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000969,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000970,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000971,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000972,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000973,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000974,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000975,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000976,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000977,provenance_weighted_triple,3,0,0,204,0,3,0.125
mdgo_v11_probe_000978,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000979,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_000980,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000981,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000982,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000983,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000984,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000985,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000986,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000987,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000988,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000989,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000990,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_000991,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_000992,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000993,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000994,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000995,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000996,surface_decoy_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_000997,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000998,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_000999,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001000,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001001,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001002,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001003,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001004,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001005,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001006,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001007,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001008,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001009,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001010,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001011,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001012,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001013,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001014,triple_asof_interleaved,3,0,0,204,0,3,0.125
mdgo_v11_probe_001015,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001016,suggestion_rejection_pair,2,0,0,204,0,2,0.25
mdgo_v11_probe_001017,dual_asof_reversal,2,0,0,204,0,2,0.25
mdgo_v11_probe_001018,reference_case_reconstruction,3,1,140,344,0,2,0.25
mdgo_v11_probe_001019,reference_case_reconstruction,3,1,208,412,0,2,0.25
mdgo_v11_probe_001020,triple_asof_interleaved,3,0,0,204,0,3,0.125
